,Date,HomeTeam,AwayTeam,FTR,HomeTeamcat,AwayTeamcat,FTRcat,MatchYear
2641,2017-05-21,Burnley,WestHam,A,10,46,0,2017
2642,2017-05-21,Chelsea,Sunderland,H,13,40,2,2017
2643,2017-05-21,Hull,Tottenham,A,20,43,0,2017
2644,2017-05-21,Leicester,Bournemouth,D,23,7,1,2017
2645,2017-05-21,Liverpool,Middlesbrough,H,24,28,2,2017
2646,2017-05-21,ManUnited,CrystalPalace,H,26,15,2,2017
2647,2017-05-21,Southampton,Stoke,A,38,39,0,2017
2648,2017-05-21,Swansea,WestBrom,H,41,45,2,2017
2649,2017-05-21,Watford,ManCity,A,44,25,0,2017
2650,1993-08-14,Arsenal,Coventry,A,0,14,0,1993
2651,1993-08-14,AstonVilla,QPR,H,1,34,2,1993
2652,1993-08-14,Chelsea,Blackburn,A,13,4,0,1993
2653,1993-08-14,Liverpool,SheffieldWeds,H,24,37,2,1993
2654,1993-08-14,ManCity,Leeds,D,25,22,1,1993
2655,1993-08-14,Newcastle,Tottenham,A,29,43,0,1993
2656,1993-08-14,Oldham,Ipswich,A,32,21,0,1993
2657,1993-08-14,SheffieldUnited,Swindon,H,36,42,2,1993
2658,1993-08-14,Southampton,Everton,A,38,17,0,1993
2659,1993-08-14,WestHam,Wimbledon,A,46,48,0,1993
2660,1993-08-15,Norwich,ManUnited,A,30,26,0,1993
2661,1993-08-16,Tottenham,Arsenal,A,43,0,0,1993
2662,1993-08-17,Everton,ManCity,H,17,25,2,1993
2663,1993-08-17,Ipswich,Southampton,H,21,38,2,1993
2664,1993-08-17,Leeds,WestHam,H,22,46,2,1993
2665,1993-08-17,Wimbledon,Chelsea,D,48,13,1,1993
2666,1993-08-18,Blackburn,Norwich,A,4,30,0,1993
2667,1993-08-18,Coventry,Newcastle,H,14,29,2,1993
2668,1993-08-18,ManUnited,SheffieldUnited,H,26,36,2,1993
2669,1993-08-18,QPR,Liverpool,A,34,24,0,1993
2670,1993-08-18,SheffieldWeds,AstonVilla,D,37,1,1,1993
2671,1993-08-18,Swindon,Oldham,A,42,32,0,1993
2672,1993-08-21,Blackburn,Oldham,H,4,32,2,1993
2673,1993-08-21,Coventry,WestHam,D,14,46,1,1993
2674,1993-08-21,Everton,SheffieldUnited,H,17,36,2,1993
2675,1993-08-21,Ipswich,Chelsea,H,21,13,2,1993
2676,1993-08-21,Leeds,Norwich,A,22,30,0,1993
2677,1993-08-21,ManUnited,Newcastle,D,26,29,1,1993
2678,1993-08-21,QPR,Southampton,H,34,38,2,1993
2679,1993-08-21,SheffieldWeds,Arsenal,A,37,0,0,1993
2680,1993-08-21,Tottenham,ManCity,H,43,25,2,1993
2681,1993-08-21,Wimbledon,AstonVilla,D,48,1,1,1993
2682,1993-08-22,Swindon,Liverpool,A,42,24,0,1993
2683,1993-08-23,AstonVilla,ManUnited,A,1,26,0,1993
2684,1993-08-24,Arsenal,Leeds,H,0,22,2,1993
2685,1993-08-24,ManCity,Blackburn,A,25,4,0,1993
2686,1993-08-24,Oldham,Coventry,D,32,14,1,1993
2687,1993-08-24,SheffieldUnited,Wimbledon,H,36,48,2,1993
2688,1993-08-25,Chelsea,QPR,H,13,34,2,1993
2689,1993-08-25,Liverpool,Tottenham,A,24,43,0,1993
2690,1993-08-25,Newcastle,Everton,H,29,17,2,1993
2691,1993-08-25,Norwich,Ipswich,H,30,21,2,1993
2692,1993-08-25,Southampton,Swindon,H,38,42,2,1993
2693,1993-08-25,WestHam,SheffieldWeds,H,46,37,2,1993
2694,1993-08-27,ManCity,Coventry,D,25,14,1,1993
2695,1993-08-28,Arsenal,Everton,H,0,17,2,1993
2696,1993-08-28,AstonVilla,Tottenham,H,1,43,2,1993
2697,1993-08-28,Chelsea,SheffieldWeds,D,13,37,1,1993
2698,1993-08-28,Liverpool,Leeds,H,24,22,2,1993
2699,1993-08-28,Norwich,Swindon,D,30,42,1,1993
2700,1993-08-28,Oldham,Wimbledon,D,32,48,1,1993
2701,1993-08-28,SheffieldUnited,Ipswich,D,36,21,1,1993
2702,1993-08-28,Southampton,ManUnited,A,38,26,0,1993
2703,1993-08-28,WestHam,QPR,A,46,34,0,1993
2704,1993-08-29,Newcastle,Blackburn,D,29,4,1,1993
2705,1993-08-30,Leeds,Oldham,H,22,32,2,1993
2706,1993-08-31,Everton,AstonVilla,A,17,1,0,1993
2707,1993-08-31,Ipswich,Newcastle,D,21,29,1,1993
2708,1993-08-31,Wimbledon,Southampton,H,48,38,2,1993
2709,1993-01-09,Blackburn,Arsenal,D,4,0,1,1993
2710,1993-01-09,Coventry,Liverpool,H,14,24,2,1993
2711,1993-01-09,ManUnited,WestHam,H,26,46,2,1993
2712,1993-01-09,QPR,SheffieldUnited,H,34,36,2,1993
2713,1993-01-09,SheffieldWeds,Norwich,D,37,30,1,1993
2714,1993-01-09,Swindon,ManCity,A,42,25,0,1993
2715,1993-01-09,Tottenham,Chelsea,D,43,13,1,1993
2716,1993-11-09,Arsenal,Ipswich,H,0,21,2,1993
2717,1993-11-09,AstonVilla,Coventry,D,1,14,1,1993
2718,1993-11-09,Chelsea,ManUnited,H,13,26,2,1993
2719,1993-11-09,ManCity,QPR,H,25,34,2,1993
2720,1993-11-09,Norwich,Wimbledon,A,30,48,0,1993
2721,1993-11-09,Oldham,Everton,A,32,17,0,1993
2722,1993-11-09,SheffieldUnited,Tottenham,D,36,43,1,1993
2723,1993-11-09,Southampton,Leeds,A,38,22,0,1993
2724,1993-11-09,WestHam,Swindon,D,46,42,1,1993
2725,1993-12-09,Liverpool,Blackburn,A,24,4,0,1993
2726,1993-09-13,Newcastle,SheffieldWeds,H,29,37,2,1993
2727,1993-09-18,Blackburn,WestHam,A,4,46,0,1993
2728,1993-09-18,Coventry,Chelsea,D,14,13,1,1993
2729,1993-09-18,Everton,Liverpool,H,17,24,2,1993
2730,1993-09-18,Ipswich,AstonVilla,A,21,1,0,1993
2731,1993-09-18,Leeds,SheffieldUnited,H,22,36,2,1993
2732,1993-09-18,QPR,Norwich,D,34,30,1,1993
2733,1993-09-18,SheffieldWeds,Southampton,H,37,38,2,1993
2734,1993-09-18,Swindon,Newcastle,D,42,29,1,1993
2735,1993-09-18,Tottenham,Oldham,H,43,32,2,1993
2736,1993-09-19,ManUnited,Arsenal,H,26,0,2,1993
2737,1993-09-20,Wimbledon,ManCity,H,48,25,2,1993
2738,1993-09-25,Arsenal,Southampton,H,0,38,2,1993
2739,1993-09-25,Blackburn,SheffieldWeds,D,4,37,1,1993
2740,1993-09-25,Chelsea,Liverpool,H,13,24,2,1993
2741,1993-09-25,Coventry,Leeds,A,14,22,0,1993
2742,1993-09-25,Everton,Norwich,A,17,30,0,1993
2743,1993-09-25,ManUnited,Swindon,H,26,42,2,1993
2744,1993-09-25,Newcastle,WestHam,H,29,46,2,1993
2745,1993-09-25,Oldham,AstonVilla,D,32,1,1,1993
2746,1993-09-25,SheffieldUnited,ManCity,A,36,25,0,1993
2747,1993-09-26,Ipswich,Tottenham,D,21,43,1,1993
2748,1993-09-27,Wimbledon,QPR,D,48,34,1,1993
2749,1993-02-10,AstonVilla,Newcastle,A,1,29,0,1993
2750,1993-02-10,Leeds,Wimbledon,H,22,48,2,1993
2751,1993-02-10,Liverpool,Arsenal,D,24,0,1,1993
2752,1993-02-10,Norwich,Coventry,H,30,14,2,1993
2753,1993-02-10,QPR,Ipswich,H,34,21,2,1993
2754,1993-02-10,SheffieldWeds,ManUnited,A,37,26,0,1993
2755,1993-02-10,Southampton,SheffieldUnited,D,38,36,1,1993
2756,1993-02-10,Swindon,Blackburn,A,42,4,0,1993
2757,1993-02-10,WestHam,Chelsea,H,46,13,2,1993
2758,1993-03-10,Tottenham,Everton,H,43,17,2,1993
2759,1993-04-10,ManCity,Oldham,D,25,32,1,1993
2760,1993-10-16,Arsenal,ManCity,D,0,25,1,1993
2761,1993-10-16,Chelsea,Norwich,A,13,30,0,1993
2762,1993-10-16,Coventry,Southampton,D,14,38,1,1993
2763,1993-10-16,Liverpool,Oldham,H,24,32,2,1993
2764,1993-10-16,ManUnited,Tottenham,H,26,43,2,1993
2765,1993-10-16,Newcastle,QPR,A,29,34,0,1993
2766,1993-10-16,SheffieldWeds,Wimbledon,D,37,48,1,1993
2767,1993-10-16,Swindon,Everton,D,42,17,1,1993
2768,1993-10-16,WestHam,AstonVilla,D,46,1,1,1993
2769,1993-10-17,Ipswich,Leeds,D,21,22,1,1993
2770,1993-10-18,Blackburn,SheffieldUnited,D,4,36,1,1993
2771,1993-10-23,AstonVilla,Chelsea,H,1,13,2,1993
2772,1993-10-23,Everton,ManUnited,A,17,26,0,1993
2773,1993-10-23,Leeds,Blackburn,D,22,4,1,1993
2774,1993-10-23,ManCity,Liverpool,D,25,24,1,1993
2775,1993-10-23,Norwich,WestHam,D,30,46,1,1993
2776,1993-10-23,Oldham,Arsenal,D,32,0,1,1993
2777,1993-10-23,QPR,Coventry,H,34,14,2,1993
2778,1993-10-23,SheffieldUnited,SheffieldWeds,D,36,37,1,1993
2779,1993-10-23,Tottenham,Swindon,D,43,42,1,1993
2780,1993-10-24,Southampton,Newcastle,H,38,29,2,1993
2781,1993-10-25,Wimbledon,Ipswich,A,48,21,0,1993
2782,1993-10-30,Arsenal,Norwich,D,0,30,1,1993
2783,1993-10-30,Blackburn,Tottenham,H,4,43,2,1993
2784,1993-10-30,Chelsea,Oldham,A,13,32,0,1993
2785,1993-10-30,Ipswich,Everton,A,21,17,0,1993
2786,1993-10-30,Liverpool,Southampton,H,24,38,2,1993
2787,1993-10-30,ManUnited,QPR,H,26,34,2,1993
2788,1993-10-30,Newcastle,Wimbledon,H,29,48,2,1993
2789,1993-10-30,SheffieldWeds,Leeds,D,37,22,1,1993
2790,1993-10-30,Swindon,AstonVilla,A,42,1,0,1993
2791,1993-10-31,Coventry,SheffieldUnited,D,14,36,1,1993
2792,1993-01-11,WestHam,ManCity,H,46,25,2,1993
2793,1993-06-11,Arsenal,AstonVilla,A,0,1,0,1993
2794,1993-06-11,Coventry,Everton,H,14,17,2,1993
2795,1993-06-11,Ipswich,SheffieldWeds,A,21,37,0,1993
2796,1993-06-11,Leeds,Chelsea,H,22,13,2,1993
2797,1993-06-11,Liverpool,WestHam,H,24,46,2,1993
2798,1993-06-11,QPR,Blackburn,H,34,4,2,1993
2799,1993-06-11,SheffieldUnited,Norwich,A,36,30,0,1993
2800,1993-06-11,Southampton,Tottenham,H,38,43,2,1993
2801,1993-06-11,Wimbledon,Swindon,H,48,42,2,1993
2802,1993-07-11,ManCity,ManUnited,A,25,26,0,1993
2803,1993-08-11,Oldham,Newcastle,A,32,29,0,1993
2804,1993-11-20,AstonVilla,SheffieldUnited,H,1,36,2,1993
2805,1993-11-20,Blackburn,Southampton,H,4,38,2,1993
2806,1993-11-20,Chelsea,Arsenal,A,13,0,0,1993
2807,1993-11-20,Everton,QPR,A,17,34,0,1993
2808,1993-11-20,ManUnited,Wimbledon,H,26,48,2,1993
2809,1993-11-20,Norwich,ManCity,D,30,25,1,1993
2810,1993-11-20,SheffieldWeds,Coventry,D,37,14,1,1993
2811,1993-11-20,Swindon,Ipswich,D,42,21,1,1993
2812,1993-11-20,Tottenham,Leeds,D,43,22,1,1993
2813,1993-11-20,WestHam,Oldham,H,46,32,2,1993
2814,1993-11-21,Newcastle,Liverpool,H,29,24,2,1993
2815,1993-11-22,Chelsea,ManCity,D,13,25,1,1993
2816,1993-11-23,Blackburn,Coventry,H,4,14,2,1993
2817,1993-11-23,Everton,Leeds,D,17,22,1,1993
2818,1993-11-24,AstonVilla,Southampton,A,1,38,0,1993
2819,1993-11-24,ManUnited,Ipswich,D,26,21,1,1993
2820,1993-11-24,Newcastle,SheffieldUnited,H,29,36,2,1993
2821,1993-11-24,SheffieldWeds,Oldham,H,37,32,2,1993
2822,1993-11-24,Swindon,QPR,H,42,34,2,1993
2823,1993-11-24,Tottenham,Wimbledon,D,43,48,1,1993
2824,1993-11-24,WestHam,Arsenal,D,46,0,1,1993
2825,1993-11-27,Arsenal,Newcastle,H,0,29,2,1993
2826,1993-11-27,Coventry,ManUnited,A,14,26,0,1993
2827,1993-11-27,Ipswich,Blackburn,H,21,4,2,1993
2828,1993-11-27,Leeds,Swindon,H,22,42,2,1993
2829,1993-11-27,ManCity,SheffieldWeds,A,25,37,0,1993
2830,1993-11-27,Oldham,Norwich,H,32,30,2,1993
2831,1993-11-27,QPR,Tottenham,D,34,43,1,1993
2832,1993-11-27,SheffieldUnited,Chelsea,H,36,13,2,1993
2833,1993-11-27,Wimbledon,Everton,D,48,17,1,1993
2834,1993-11-28,Liverpool,AstonVilla,H,24,1,2,1993
2835,1993-11-29,Southampton,WestHam,A,38,46,0,1993
2836,1993-04-12,Coventry,Arsenal,H,14,0,2,1993
2837,1993-04-12,Everton,Southampton,H,17,38,2,1993
2838,1993-04-12,Ipswich,Oldham,D,21,32,1,1993
2839,1993-04-12,Leeds,ManCity,H,22,25,2,1993
2840,1993-04-12,ManUnited,Norwich,D,26,30,1,1993
2841,1993-04-12,QPR,AstonVilla,D,34,1,1,1993
2842,1993-04-12,SheffieldWeds,Liverpool,H,37,24,2,1993
2843,1993-04-12,Swindon,SheffieldUnited,D,42,36,1,1993
2844,1993-04-12,Tottenham,Newcastle,A,43,29,0,1993
2845,1993-04-12,Wimbledon,WestHam,A,48,46,0,1993
2846,1993-05-12,Blackburn,Chelsea,H,4,13,2,1993
2847,1993-06-12,Arsenal,Tottenham,D,0,43,1,1993
2848,1993-07-12,Oldham,Swindon,H,32,42,2,1993
2849,1993-07-12,SheffieldUnited,ManUnited,A,36,26,0,1993
2850,1993-08-12,AstonVilla,SheffieldWeds,D,1,37,1,1993
2851,1993-08-12,Liverpool,QPR,H,24,34,2,1993
2852,1993-08-12,ManCity,Everton,H,25,17,2,1993
2853,1993-08-12,Southampton,Ipswich,A,38,21,0,1993
2854,1993-08-12,WestHam,Leeds,A,46,22,0,1993
2855,1993-11-12,AstonVilla,Wimbledon,A,1,48,0,1993
2856,1993-11-12,Chelsea,Ipswich,D,13,21,1,1993
2857,1993-11-12,Liverpool,Swindon,D,24,42,1,1993
2858,1993-11-12,ManCity,Tottenham,A,25,43,0,1993
2859,1993-11-12,Newcastle,ManUnited,D,29,26,1,1993
2860,1993-11-12,Oldham,Blackburn,A,32,4,0,1993
2861,1993-11-12,SheffieldUnited,Everton,D,36,17,1,1993
2862,1993-11-12,Southampton,QPR,A,38,34,0,1993
2863,1993-11-12,WestHam,Coventry,H,46,14,2,1993
2864,1993-12-12,Arsenal,SheffieldWeds,H,0,37,2,1993
2865,1993-12-13,Norwich,Leeds,H,30,22,2,1993
2866,1993-12-18,Blackburn,ManCity,H,4,25,2,1993
2867,1993-12-18,Coventry,Oldham,D,14,32,1,1993
2868,1993-12-18,Everton,Newcastle,A,17,29,0,1993
2869,1993-12-18,Ipswich,Norwich,H,21,30,2,1993
2870,1993-12-18,Leeds,Arsenal,H,22,0,2,1993
2871,1993-12-18,SheffieldWeds,WestHam,H,37,46,2,1993
2872,1993-12-18,Swindon,Southampton,H,42,38,2,1993
2873,1993-12-18,Tottenham,Liverpool,D,43,24,1,1993
2874,1993-12-18,Wimbledon,SheffieldUnited,H,48,36,2,1993
2875,1993-12-19,ManUnited,AstonVilla,H,26,1,2,1993
2876,1993-12-22,Newcastle,Leeds,D,29,22,1,1993
2877,1993-12-26,ManUnited,Blackburn,D,26,4,1,1993
2878,1993-12-26,SheffieldUnited,Liverpool,D,36,24,1,1993
2879,1993-12-26,Wimbledon,Coventry,A,48,14,0,1993
2880,1993-12-27,Everton,SheffieldWeds,A,17,37,0,1993
2881,1993-12-27,Ipswich,WestHam,D,21,46,1,1993
2882,1993-12-27,QPR,Oldham,H,34,32,2,1993
2883,1993-12-27,Southampton,Chelsea,H,38,13,2,1993
2884,1993-12-27,Swindon,Arsenal,A,42,0,0,1993
2885,1993-12-27,Tottenham,Norwich,A,43,30,0,1993
2886,1993-12-28,Chelsea,Newcastle,H,13,29,2,1993
2887,1993-12-28,Liverpool,Wimbledon,D,24,48,1,1993
2888,1993-12-28,ManCity,Southampton,D,25,38,1,1993
2889,1993-12-28,WestHam,Tottenham,A,46,43,0,1993
2890,1993-12-29,Arsenal,SheffieldUnited,H,0,36,2,1993
2891,1993-12-29,Blackburn,Everton,H,4,17,2,1993
2892,1993-12-29,Leeds,QPR,D,22,34,1,1993
2893,1993-12-29,Norwich,AstonVilla,A,30,1,0,1993
2894,1993-12-29,Oldham,ManUnited,A,32,26,0,1993
2895,1993-12-29,SheffieldWeds,Swindon,D,37,42,1,1993
2896,1994-01-01,AstonVilla,Blackburn,A,1,4,0,1994
2897,1994-01-01,Everton,WestHam,A,17,46,0,1994
2898,1994-01-01,Ipswich,Liverpool,A,21,24,0,1994
2899,1994-01-01,ManUnited,Leeds,D,26,22,1,1994
2900,1994-01-01,Newcastle,ManCity,H,29,25,2,1994
2901,1994-01-01,QPR,SheffieldWeds,A,34,37,0,1994
2902,1994-01-01,SheffieldUnited,Oldham,H,36,32,2,1994
2903,1994-01-01,Southampton,Norwich,A,38,30,0,1994
2904,1994-01-01,Swindon,Chelsea,A,42,13,0,1994
2905,1994-01-01,Tottenham,Coventry,A,43,14,0,1994
2906,1994-01-01,Wimbledon,Arsenal,A,48,0,0,1994
2907,1994-03-01,Arsenal,QPR,D,0,34,1,1994
2908,1994-03-01,Chelsea,Everton,H,13,17,2,1994
2909,1994-03-01,Coventry,Swindon,D,14,42,1,1994
2910,1994-03-01,SheffieldWeds,Tottenham,H,37,43,2,1994
2911,1994-03-01,WestHam,SheffieldUnited,D,46,36,1,1994
2912,1994-04-01,Liverpool,ManUnited,D,24,26,1,1994
2913,1994-04-01,Norwich,Newcastle,A,30,29,0,1994
2914,1994-01-15,AstonVilla,WestHam,H,1,46,2,1994
2915,1994-01-15,Everton,Swindon,H,17,42,2,1994
2916,1994-01-15,Leeds,Ipswich,D,22,21,1,1994
2917,1994-01-15,ManCity,Arsenal,D,25,0,1,1994
2918,1994-01-15,Norwich,Chelsea,D,30,13,1,1994
2919,1994-01-15,Oldham,Liverpool,A,32,24,0,1994
2920,1994-01-15,SheffieldUnited,Blackburn,A,36,4,0,1994
2921,1994-01-15,Southampton,Coventry,H,38,14,2,1994
2922,1994-01-15,Tottenham,ManUnited,A,43,26,0,1994
2923,1994-01-15,Wimbledon,SheffieldWeds,H,48,37,2,1994
2924,1994-01-16,QPR,Newcastle,A,34,29,0,1994
2925,1994-01-22,Arsenal,Oldham,D,0,32,1,1994
2926,1994-01-22,Chelsea,AstonVilla,D,13,1,1,1994
2927,1994-01-22,Coventry,QPR,A,14,34,0,1994
2928,1994-01-22,Ipswich,Wimbledon,D,21,48,1,1994
2929,1994-01-22,Liverpool,ManCity,H,24,25,2,1994
2930,1994-01-22,ManUnited,Everton,H,26,17,2,1994
2931,1994-01-22,Newcastle,Southampton,A,29,38,0,1994
2932,1994-01-22,SheffieldWeds,SheffieldUnited,H,37,36,2,1994
2933,1994-01-22,Swindon,Tottenham,H,42,43,2,1994
2934,1994-01-23,Blackburn,Leeds,H,4,22,2,1994
2935,1994-01-24,WestHam,Norwich,D,46,30,1,1994
2936,1994-02-02,Coventry,Ipswich,H,14,21,2,1994
2937,1994-05-02,Blackburn,Wimbledon,H,4,48,2,1994
2938,1994-05-02,Everton,Chelsea,H,17,13,2,1994
2939,1994-05-02,ManCity,Ipswich,H,25,21,2,1994
2940,1994-05-02,Norwich,Liverpool,D,30,24,1,1994
2941,1994-05-02,Oldham,Southampton,H,32,38,2,1994
2942,1994-05-02,QPR,ManUnited,A,34,26,0,1994
2943,1994-05-02,Swindon,Coventry,H,42,14,2,1994
2944,1994-05-02,Tottenham,SheffieldWeds,A,43,37,0,1994
2945,1994-06-02,AstonVilla,Leeds,H,1,22,2,1994
2946,1994-12-02,AstonVilla,Swindon,H,1,42,2,1994
2947,1994-12-02,Everton,Ipswich,D,17,21,1,1994
2948,1994-12-02,ManCity,WestHam,D,25,46,1,1994
2949,1994-12-02,Oldham,Chelsea,H,32,13,2,1994
2950,1994-12-02,SheffieldUnited,Coventry,D,36,14,1,1994
2951,1994-12-02,Tottenham,Blackburn,A,43,4,0,1994
2952,1994-12-02,Wimbledon,Newcastle,H,48,29,2,1994
2953,1994-02-13,Norwich,Arsenal,D,30,0,1,1994
2954,1994-02-14,Southampton,Liverpool,H,38,24,2,1994
2955,1994-02-19,Blackburn,Newcastle,H,4,29,2,1994
2956,1994-02-19,Coventry,ManCity,H,14,25,2,1994
2957,1994-02-19,Everton,Arsenal,D,17,0,1,1994
2958,1994-02-19,Leeds,Liverpool,H,22,24,2,1994
2959,1994-02-19,Swindon,Norwich,D,42,30,1,1994
2960,1994-02-22,AstonVilla,ManCity,D,1,25,1,1994
2961,1994-02-22,Norwich,Blackburn,D,30,4,1,1994
2962,1994-02-23,Newcastle,Coventry,H,29,14,2,1994
2963,1994-02-26,Arsenal,Blackburn,H,0,4,2,1994
2964,1994-02-26,Ipswich,SheffieldUnited,H,21,36,2,1994
2965,1994-02-26,Liverpool,Coventry,H,24,14,2,1994
2966,1994-02-26,ManCity,Swindon,H,25,42,2,1994
2967,1994-02-26,Norwich,SheffieldWeds,D,30,37,1,1994
2968,1994-02-26,Southampton,Wimbledon,H,38,48,2,1994
2969,1994-02-26,WestHam,ManUnited,D,46,26,1,1994
2970,1994-02-27,Chelsea,Tottenham,H,13,43,2,1994
2971,1994-02-28,Oldham,Leeds,D,32,22,1,1994
2972,1994-02-03,Tottenham,AstonVilla,D,43,1,1,1994
2973,1994-05-03,Blackburn,Liverpool,H,4,24,2,1994
2974,1994-05-03,Everton,Oldham,H,17,32,2,1994
2975,1994-05-03,Ipswich,Arsenal,A,21,0,0,1994
2976,1994-05-03,Leeds,Southampton,D,22,38,1,1994
2977,1994-05-03,ManUnited,Chelsea,A,26,13,0,1994
2978,1994-05-03,QPR,ManCity,D,34,25,1,1994
2979,1994-05-03,SheffieldWeds,Newcastle,A,37,29,0,1994
2980,1994-05-03,Swindon,WestHam,D,42,46,1,1994
2981,1994-05-03,Tottenham,SheffieldUnited,D,43,36,1,1994
2982,1994-05-03,Wimbledon,Norwich,H,48,30,2,1994
2983,1994-06-03,Coventry,AstonVilla,A,14,1,0,1994
2984,1994-12-03,AstonVilla,Ipswich,A,1,21,0,1994
2985,1994-12-03,ManCity,Wimbledon,A,25,48,0,1994
2986,1994-12-03,Newcastle,Swindon,H,29,42,2,1994
2987,1994-12-03,Norwich,QPR,A,30,34,0,1994
2988,1994-12-03,Southampton,SheffieldWeds,D,38,37,1,1994
2989,1994-03-13,Liverpool,Everton,H,24,17,2,1994
2990,1994-03-13,SheffieldUnited,Leeds,D,36,22,1,1994
2991,1994-03-16,Chelsea,Wimbledon,H,13,48,2,1994
2992,1994-03-16,Leeds,AstonVilla,H,22,1,2,1994
2993,1994-03-16,ManUnited,SheffieldWeds,H,26,37,2,1994
2994,1994-03-16,SheffieldUnited,QPR,D,36,34,1,1994
2995,1994-03-19,AstonVilla,Oldham,A,1,32,0,1994
2996,1994-03-19,Leeds,Coventry,H,22,14,2,1994
2997,1994-03-19,Liverpool,Chelsea,H,24,13,2,1994
2998,1994-03-19,ManCity,SheffieldUnited,D,25,36,1,1994
2999,1994-03-19,QPR,Wimbledon,H,34,48,2,1994
3000,1994-03-19,Southampton,Arsenal,A,38,0,0,1994
3001,1994-03-19,Swindon,ManUnited,D,42,26,1,1994
3002,1994-03-19,Tottenham,Ipswich,D,43,21,1,1994
3003,1994-03-19,WestHam,Newcastle,A,46,29,0,1994
3004,1994-03-20,SheffieldWeds,Blackburn,A,37,4,0,1994
3005,1994-03-21,Norwich,Everton,H,30,17,2,1994
3006,1994-03-22,Arsenal,ManUnited,D,0,26,1,1994
3007,1994-03-22,Newcastle,Ipswich,H,29,21,2,1994
3008,1994-03-26,Arsenal,Liverpool,H,0,24,2,1994
3009,1994-03-26,Blackburn,Swindon,H,4,42,2,1994
3010,1994-03-26,Chelsea,WestHam,H,13,46,2,1994
3011,1994-03-26,Coventry,Norwich,H,14,30,2,1994
3012,1994-03-26,Everton,Tottenham,A,17,43,0,1994
3013,1994-03-26,Ipswich,QPR,A,21,34,0,1994
3014,1994-03-26,Oldham,ManCity,D,32,25,1,1994
3015,1994-03-26,SheffieldUnited,Southampton,D,36,38,1,1994
3016,1994-03-27,Wimbledon,Leeds,H,48,22,2,1994
3017,1994-03-28,SheffieldUnited,WestHam,H,36,46,2,1994
3018,1994-03-29,Ipswich,ManCity,D,21,25,1,1994
3019,1994-03-29,Newcastle,Norwich,H,29,30,2,1994
3020,1994-03-29,Wimbledon,Blackburn,H,48,4,2,1994
3021,1994-03-30,AstonVilla,Everton,D,1,17,1,1994
3022,1994-03-30,ManUnited,Liverpool,H,26,24,2,1994
3023,1994-03-30,SheffieldWeds,Chelsea,H,37,13,2,1994
3024,1994-03-30,Southampton,Oldham,A,38,32,0,1994
3025,1994-01-04,Leeds,Newcastle,D,22,29,1,1994
3026,1994-02-04,Arsenal,Swindon,D,0,42,1,1994
3027,1994-02-04,Blackburn,ManUnited,H,4,26,2,1994
3028,1994-02-04,Chelsea,Southampton,H,13,38,2,1994
3029,1994-02-04,Coventry,Wimbledon,A,14,48,0,1994
3030,1994-02-04,Liverpool,SheffieldUnited,A,24,36,0,1994
3031,1994-02-04,ManCity,AstonVilla,H,25,1,2,1994
3032,1994-02-04,Norwich,Tottenham,A,30,43,0,1994
3033,1994-02-04,Oldham,QPR,H,32,34,2,1994
3034,1994-02-04,SheffieldWeds,Everton,H,37,17,2,1994
3035,1994-02-04,WestHam,Ipswich,H,46,21,2,1994
3036,1994-04-04,AstonVilla,Norwich,D,1,30,1,1994
3037,1994-04-04,Everton,Blackburn,A,17,4,0,1994
3038,1994-04-04,Ipswich,Coventry,A,21,14,0,1994
3039,1994-04-04,ManUnited,Oldham,H,26,32,2,1994
3040,1994-04-04,Newcastle,Chelsea,D,29,13,1,1994
3041,1994-04-04,QPR,Leeds,A,34,22,0,1994
3042,1994-04-04,SheffieldUnited,Arsenal,D,36,0,1,1994
3043,1994-04-04,Southampton,ManCity,A,38,25,0,1994
3044,1994-04-04,Swindon,SheffieldWeds,A,42,37,0,1994
3045,1994-04-04,Tottenham,WestHam,A,43,46,0,1994
3046,1994-04-04,Wimbledon,Liverpool,D,48,24,1,1994
3047,1994-09-04,Coventry,Tottenham,H,14,43,2,1994
3048,1994-09-04,Liverpool,Ipswich,H,24,21,2,1994
3049,1994-09-04,ManCity,Newcastle,H,25,29,2,1994
3050,1994-09-04,Norwich,Southampton,A,30,38,0,1994
3051,1994-09-04,SheffieldWeds,QPR,H,37,34,2,1994
3052,1994-09-04,WestHam,Everton,A,46,17,0,1994
3053,1994-11-04,Blackburn,AstonVilla,H,4,1,2,1994
3054,1994-04-13,QPR,Chelsea,D,34,13,1,1994
3055,1994-04-16,Arsenal,Chelsea,H,0,13,2,1994
3056,1994-04-16,Coventry,SheffieldWeds,D,14,37,1,1994
3057,1994-04-16,Ipswich,Swindon,D,21,42,1,1994
3058,1994-04-16,Liverpool,Newcastle,A,24,29,0,1994
3059,1994-04-16,ManCity,Norwich,D,25,30,1,1994
3060,1994-04-16,Oldham,WestHam,A,32,46,0,1994
3061,1994-04-16,QPR,Everton,H,34,17,2,1994
3062,1994-04-16,SheffieldUnited,AstonVilla,A,36,1,0,1994
3063,1994-04-16,Southampton,Blackburn,H,38,4,2,1994
3064,1994-04-16,Wimbledon,ManUnited,H,48,26,2,1994
3065,1994-04-17,Leeds,Tottenham,H,22,43,2,1994
3066,1994-04-19,Arsenal,Wimbledon,D,0,48,1,1994
3067,1994-04-23,AstonVilla,Arsenal,A,1,0,0,1994
