,Date,HomeTeam,AwayTeam,FTR,HomeTeamcat,AwayTeamcat,FTRcat,MatchYear
5838,2003-09-28,Everton,Leeds,H,17,22,2,2003
5839,2003-09-28,ManCity,Tottenham,D,25,43,1,2003
5840,2003-04-10,Fulham,Leicester,H,18,23,2,2003
5841,2003-04-10,Leeds,Blackburn,H,22,4,2,2003
5842,2003-04-10,Liverpool,Arsenal,A,24,0,0,2003
5843,2003-04-10,ManUnited,Birmingham,H,26,3,2,2003
5844,2003-04-10,Newcastle,Southampton,H,29,38,2,2003
5845,2003-04-10,Portsmouth,Charlton,A,33,12,0,2003
5846,2003-04-10,Tottenham,Everton,H,43,17,2,2003
5847,2003-04-10,Wolves,ManCity,H,49,25,2,2003
5848,2003-05-10,AstonVilla,Bolton,D,1,6,1,2003
5849,2003-05-10,Middlesbrough,Chelsea,A,28,13,0,2003
5850,2003-10-14,Birmingham,Chelsea,D,3,13,1,2003
5851,2003-10-18,Arsenal,Chelsea,H,0,13,2,2003
5852,2003-10-18,Fulham,Wolves,D,18,49,1,2003
5853,2003-10-18,Leeds,ManUnited,A,22,26,0,2003
5854,2003-10-18,ManCity,Bolton,H,25,6,2,2003
5855,2003-10-18,Middlesbrough,Newcastle,A,28,29,0,2003
5856,2003-10-18,Portsmouth,Liverpool,H,33,24,2,2003
5857,2003-10-19,Birmingham,AstonVilla,D,3,1,1,2003
5858,2003-10-19,Everton,Southampton,D,17,38,1,2003
5859,2003-10-19,Leicester,Tottenham,A,23,43,0,2003
5860,2003-10-20,Blackburn,Charlton,A,4,12,0,2003
5861,2003-10-21,Fulham,Newcastle,A,18,29,0,2003
5862,2003-10-25,AstonVilla,Everton,D,1,17,1,2003
5863,2003-10-25,Bolton,Birmingham,A,6,3,0,2003
5864,2003-10-25,Chelsea,ManCity,H,13,25,2,2003
5865,2003-10-25,Liverpool,Leeds,H,24,22,2,2003
5866,2003-10-25,ManUnited,Fulham,A,26,18,0,2003
5867,2003-10-25,Newcastle,Portsmouth,H,29,33,2,2003
5868,2003-10-25,Southampton,Blackburn,H,38,4,2,2003
5869,2003-10-25,Wolves,Leicester,H,49,23,2,2003
5870,2003-10-26,Charlton,Arsenal,D,12,0,1,2003
5871,2003-10-26,Tottenham,Middlesbrough,D,43,28,1,2003
5872,2003-01-11,Everton,Chelsea,A,17,13,0,2003
5873,2003-01-11,Leeds,Arsenal,A,22,0,0,2003
5874,2003-01-11,ManUnited,Portsmouth,H,26,33,2,2003
5875,2003-01-11,Middlesbrough,Wolves,H,28,49,2,2003
5876,2003-01-11,Newcastle,AstonVilla,D,29,1,1,2003
5877,2003-01-11,Southampton,ManCity,A,38,25,0,2003
5878,2003-01-11,Tottenham,Bolton,A,43,6,0,2003
5879,2003-02-11,Fulham,Liverpool,A,18,24,0,2003
5880,2003-02-11,Leicester,Blackburn,H,23,4,2,2003
5881,2003-03-11,Birmingham,Charlton,A,3,12,0,2003
5882,2003-08-11,Arsenal,Tottenham,H,0,43,2,2003
5883,2003-08-11,AstonVilla,Middlesbrough,A,1,28,0,2003
5884,2003-08-11,Bolton,Southampton,D,6,38,1,2003
5885,2003-08-11,Charlton,Fulham,H,12,18,2,2003
5886,2003-08-11,Portsmouth,Leeds,H,33,22,2,2003
5887,2003-08-11,Wolves,Birmingham,D,49,3,1,2003
5888,2003-09-11,Chelsea,Newcastle,H,13,29,2,2003
5889,2003-09-11,Liverpool,ManUnited,A,24,26,0,2003
5890,2003-09-11,ManCity,Leicester,A,25,23,0,2003
5891,2003-10-11,Blackburn,Everton,H,4,17,2,2003
5892,2003-11-22,Birmingham,Arsenal,A,3,0,0,2003
5893,2003-11-22,Everton,Wolves,H,17,49,2,2003
5894,2003-11-22,Leeds,Bolton,A,22,6,0,2003
5895,2003-11-22,Leicester,Charlton,D,23,12,1,2003
5896,2003-11-22,ManUnited,Blackburn,H,26,4,2,2003
5897,2003-11-22,Middlesbrough,Liverpool,D,28,24,1,2003
5898,2003-11-22,Newcastle,ManCity,H,29,25,2,2003
5899,2003-11-22,Southampton,Chelsea,A,38,13,0,2003
5900,2003-11-23,Tottenham,AstonVilla,H,43,1,2,2003
5901,2003-11-24,Fulham,Portsmouth,H,18,33,2,2003
5902,2003-11-29,AstonVilla,Southampton,H,1,38,2,2003
5903,2003-11-29,Blackburn,Tottenham,H,4,43,2,2003
5904,2003-11-29,Bolton,Everton,H,6,17,2,2003
5905,2003-11-29,Charlton,Leeds,A,12,22,0,2003
5906,2003-11-29,Portsmouth,Leicester,A,33,23,0,2003
5907,2003-11-29,Wolves,Newcastle,D,49,29,1,2003
5908,2003-11-30,Arsenal,Fulham,D,0,18,1,2003
5909,2003-11-30,Chelsea,ManUnited,H,13,26,2,2003
5910,2003-11-30,Liverpool,Birmingham,H,24,3,2,2003
5911,2003-11-30,ManCity,Middlesbrough,A,25,28,0,2003
5912,2003-06-12,Birmingham,Blackburn,A,3,4,0,2003
5913,2003-06-12,Fulham,Bolton,H,18,6,2,2003
5914,2003-06-12,Leeds,Chelsea,D,22,13,1,2003
5915,2003-06-12,Leicester,Arsenal,D,23,0,1,2003
5916,2003-06-12,ManUnited,AstonVilla,H,26,1,2,2003
5917,2003-06-12,Middlesbrough,Portsmouth,D,28,33,1,2003
5918,2003-06-12,Newcastle,Liverpool,D,29,24,1,2003
5919,2003-06-12,Tottenham,Wolves,H,43,49,2,2003
5920,2003-07-12,Everton,ManCity,D,17,25,1,2003
5921,2003-07-12,Southampton,Charlton,H,38,12,2,2003
5922,2003-12-13,Chelsea,Bolton,A,13,6,0,2003
5923,2003-12-13,Leicester,Birmingham,A,23,3,0,2003
5924,2003-12-13,Liverpool,Southampton,A,24,38,0,2003
5925,2003-12-13,ManUnited,ManCity,H,26,25,2,2003
5926,2003-12-13,Middlesbrough,Charlton,D,28,12,1,2003
5927,2003-12-13,Newcastle,Tottenham,H,29,43,2,2003
5928,2003-12-13,Portsmouth,Everton,A,33,17,0,2003
5929,2003-12-14,Arsenal,Blackburn,H,0,4,2,2003
5930,2003-12-14,AstonVilla,Wolves,H,1,49,2,2003
5931,2003-12-14,Leeds,Fulham,H,22,18,2,2003
5932,2003-12-20,Blackburn,AstonVilla,A,4,1,0,2003
5933,2003-12-20,Bolton,Arsenal,D,6,0,1,2003
5934,2003-12-20,Charlton,Newcastle,D,12,29,1,2003
5935,2003-12-20,Everton,Leicester,H,17,23,2,2003
5936,2003-12-20,Fulham,Chelsea,A,18,13,0,2003
5937,2003-12-21,Southampton,Portsmouth,H,38,33,2,2003
5938,2003-12-21,Tottenham,ManUnited,A,43,26,0,2003
5939,2003-12-22,ManCity,Leeds,D,25,22,1,2003
5940,2003-12-26,Arsenal,Wolves,H,0,49,2,2003
5941,2003-12-26,Birmingham,ManCity,H,3,25,2,2003
5942,2003-12-26,Blackburn,Middlesbrough,D,4,28,1,2003
5943,2003-12-26,Charlton,Chelsea,H,12,13,2,2003
5944,2003-12-26,Fulham,Southampton,H,18,38,2,2003
5945,2003-12-26,Leeds,AstonVilla,D,22,1,1,2003
5946,2003-12-26,Leicester,Newcastle,D,23,29,1,2003
5947,2003-12-26,Liverpool,Bolton,H,24,6,2,2003
5948,2003-12-26,ManUnited,Everton,H,26,17,2,2003
5949,2003-12-26,Portsmouth,Tottenham,H,33,43,2,2003
5950,2003-12-28,AstonVilla,Fulham,H,1,18,2,2003
5951,2003-12-28,Bolton,Leicester,D,6,23,1,2003
5952,2003-12-28,Chelsea,Portsmouth,H,13,33,2,2003
5953,2003-12-28,Everton,Birmingham,H,17,3,2,2003
5954,2003-12-28,ManCity,Liverpool,D,25,24,1,2003
5955,2003-12-28,Middlesbrough,ManUnited,A,28,26,0,2003
5956,2003-12-28,Newcastle,Blackburn,A,29,4,0,2003
5957,2003-12-28,Tottenham,Charlton,A,43,12,0,2003
5958,2003-12-28,Wolves,Leeds,H,49,22,2,2003
5959,2003-12-29,Southampton,Arsenal,A,38,0,0,2003
5960,2004-06-01,AstonVilla,Portsmouth,H,1,33,2,2004
5961,2004-07-01,Bolton,ManUnited,A,6,26,0,2004
5962,2004-07-01,Chelsea,Liverpool,A,13,24,0,2004
5963,2004-07-01,Everton,Arsenal,D,17,0,1,2004
5964,2004-07-01,ManCity,Charlton,D,25,12,1,2004
5965,2004-07-01,Middlesbrough,Fulham,H,28,18,2,2004
5966,2004-07-01,Newcastle,Leeds,H,29,22,2,2004
5967,2004-07-01,Southampton,Leicester,D,38,23,1,2004
5968,2004-07-01,Tottenham,Birmingham,H,43,3,2,2004
5969,2004-07-01,Wolves,Blackburn,D,49,4,1,2004
5970,2004-10-01,Arsenal,Middlesbrough,H,0,28,2,2004
5971,2004-10-01,Birmingham,Southampton,H,3,38,2,2004
5972,2004-10-01,Blackburn,Bolton,A,4,6,0,2004
5973,2004-10-01,Charlton,Wolves,H,12,49,2,2004
5974,2004-10-01,Fulham,Everton,H,18,17,2,2004
5975,2004-10-01,Leeds,Tottenham,A,22,43,0,2004
5976,2004-10-01,Liverpool,AstonVilla,H,24,1,2,2004
5977,2004-10-01,Portsmouth,ManCity,H,33,25,2,2004
5978,2004-11-01,Leicester,Chelsea,A,23,13,0,2004
5979,2004-11-01,ManUnited,Newcastle,D,26,29,1,2004
5980,2004-01-17,Bolton,Portsmouth,H,6,33,2,2004
5981,2004-01-17,Everton,Charlton,A,17,12,0,2004
5982,2004-01-17,ManCity,Blackburn,D,25,4,1,2004
5983,2004-01-17,Middlesbrough,Leicester,D,28,23,1,2004
5984,2004-01-17,Southampton,Leeds,H,38,22,2,2004
5985,2004-01-17,Tottenham,Liverpool,H,43,24,2,2004
5986,2004-01-17,Wolves,ManUnited,H,49,26,2,2004
5987,2004-01-18,AstonVilla,Arsenal,A,1,0,0,2004
5988,2004-01-18,Chelsea,Birmingham,D,13,3,1,2004
5989,2004-01-19,Newcastle,Fulham,H,29,18,2,2004
5990,2004-01-21,Wolves,Liverpool,D,49,24,1,2004
5991,2004-01-31,Birmingham,Newcastle,D,3,29,1,2004
5992,2004-01-31,Charlton,Bolton,A,12,6,0,2004
5993,2004-01-31,Fulham,Tottenham,H,18,43,2,2004
5994,2004-01-31,Leeds,Middlesbrough,A,22,28,0,2004
5995,2004-01-31,Leicester,AstonVilla,A,23,1,0,2004
5996,2004-01-31,Liverpool,Everton,D,24,17,1,2004
5997,2004-01-31,ManUnited,Southampton,H,26,38,2,2004
5998,2004-01-31,Portsmouth,Wolves,D,33,49,1,2004
5999,2004-01-02,Arsenal,ManCity,H,0,25,2,2004
6000,2004-01-02,Blackburn,Chelsea,A,4,13,0,2004
6001,2004-07-02,AstonVilla,Leeds,H,1,22,2,2004
6002,2004-07-02,Bolton,Liverpool,D,6,24,1,2004
6003,2004-07-02,Everton,ManUnited,A,17,26,0,2004
6004,2004-07-02,Middlesbrough,Blackburn,A,28,4,0,2004
6005,2004-07-02,Newcastle,Leicester,H,29,23,2,2004
6006,2004-07-02,Southampton,Fulham,D,38,18,1,2004
6007,2004-07-02,Tottenham,Portsmouth,H,43,33,2,2004
6008,2004-07-02,Wolves,Arsenal,A,49,0,0,2004
6009,2004-08-02,Chelsea,Charlton,H,13,12,2,2004
6010,2004-08-02,ManCity,Birmingham,D,25,3,1,2004
6011,2004-10-02,Arsenal,Southampton,H,0,38,2,2004
6012,2004-10-02,Leeds,Wolves,H,22,49,2,2004
6013,2004-10-02,Leicester,Bolton,D,23,6,1,2004
6014,2004-11-02,Birmingham,Everton,H,3,17,2,2004
6015,2004-11-02,Blackburn,Newcastle,D,4,29,1,2004
6016,2004-11-02,Charlton,Tottenham,A,12,43,0,2004
6017,2004-11-02,Fulham,AstonVilla,A,18,1,0,2004
6018,2004-11-02,Liverpool,ManCity,H,24,25,2,2004
6019,2004-11-02,ManUnited,Middlesbrough,A,26,28,0,2004
6020,2004-11-02,Portsmouth,Chelsea,A,33,13,0,2004
6021,2004-02-21,Bolton,ManCity,A,6,25,0,2004
6022,2004-02-21,Charlton,Blackburn,H,12,4,2,2004
6023,2004-02-21,Chelsea,Arsenal,A,13,0,0,2004
6024,2004-02-21,ManUnited,Leeds,D,26,22,1,2004
6025,2004-02-21,Newcastle,Middlesbrough,H,29,28,2,2004
6026,2004-02-21,Southampton,Everton,D,38,17,1,2004
6027,2004-02-21,Wolves,Fulham,H,49,18,2,2004
6028,2004-02-22,AstonVilla,Birmingham,D,1,3,1,2004
6029,2004-02-22,Tottenham,Leicester,D,43,23,1,2004
6030,2004-02-28,Arsenal,Charlton,H,0,12,2,2004
6031,2004-02-28,Blackburn,Southampton,D,4,38,1,2004
6032,2004-02-28,Everton,AstonVilla,H,17,1,2,2004
6033,2004-02-28,Fulham,ManUnited,D,18,26,1,2004
6034,2004-02-28,Leicester,Wolves,D,23,49,1,2004
6035,2004-02-28,ManCity,Chelsea,A,25,13,0,2004
6036,2004-02-29,Leeds,Liverpool,D,22,24,1,2004
6037,2004-02-29,Portsmouth,Newcastle,D,33,29,1,2004
6038,2004-03-03,Birmingham,Middlesbrough,H,3,28,2,2004
6039,2004-06-03,Birmingham,Bolton,H,3,6,2,2004
6040,2004-09-03,Middlesbrough,Tottenham,H,28,43,2,2004
6041,2004-03-13,Birmingham,Leicester,A,3,23,0,2004
6042,2004-03-13,Blackburn,Arsenal,A,4,0,0,2004
6043,2004-03-13,Bolton,Chelsea,A,6,13,0,2004
6044,2004-03-13,Charlton,Middlesbrough,H,12,28,2,2004
6045,2004-03-13,Everton,Portsmouth,H,17,33,2,2004
6046,2004-03-13,Fulham,Leeds,H,18,22,2,2004
6047,2004-03-14,ManCity,ManUnited,H,25,26,2,2004
6048,2004-03-14,Southampton,Liverpool,H,38,24,2,2004
6049,2004-03-14,Tottenham,Newcastle,H,43,29,2,2004
6050,2004-03-14,Wolves,AstonVilla,A,49,1,0,2004
6051,2004-03-17,Liverpool,Portsmouth,H,24,33,2,2004
6052,2004-03-20,Arsenal,Bolton,H,0,6,2,2004
6053,2004-03-20,AstonVilla,Blackburn,A,1,4,0,2004
6054,2004-03-20,Chelsea,Fulham,H,13,18,2,2004
6055,2004-03-20,Leicester,Everton,D,23,17,1,2004
6056,2004-03-20,Liverpool,Wolves,H,24,49,2,2004
6057,2004-03-20,ManUnited,Tottenham,H,26,43,2,2004
6058,2004-03-20,Middlesbrough,Birmingham,H,28,3,2,2004
6059,2004-03-20,Newcastle,Charlton,H,29,12,2,2004
6060,2004-03-21,Portsmouth,Southampton,H,33,38,2,2004
6061,2004-03-22,Leeds,ManCity,H,22,25,2,2004
6062,2004-03-27,Birmingham,Leeds,H,3,22,2,2004
6063,2004-03-27,Blackburn,Portsmouth,A,4,33,0,2004
6064,2004-03-27,Charlton,AstonVilla,A,12,1,0,2004
6065,2004-03-27,Chelsea,Wolves,H,13,49,2,2004
6066,2004-03-27,Everton,Middlesbrough,D,17,28,1,2004
6067,2004-03-27,ManCity,Fulham,D,25,18,1,2004
6068,2004-03-27,Southampton,Tottenham,H,38,43,2,2004
6069,2004-03-28,Arsenal,ManUnited,D,0,26,1,2004
6070,2004-03-28,Bolton,Newcastle,H,6,29,2,2004
6071,2004-03-28,Leicester,Liverpool,D,23,24,1,2004
6072,2004-03-04,Fulham,Birmingham,D,18,3,1,2004
6073,2004-03-04,Middlesbrough,Bolton,H,28,6,2,2004
6074,2004-03-04,Newcastle,Everton,H,29,17,2,2004
6075,2004-04-17,Wolves,Middlesbrough,H,49,28,2,2004
6076,2004-04-18,AstonVilla,Newcastle,D,1,29,1,2004
6077,2004-04-20,ManUnited,Charlton,H,26,12,2,2004
6078,2004-04-24,Everton,Blackburn,A,17,4,0,2004
6079,2004-04-24,Fulham,Charlton,H,18,12,2,2004
6080,2004-04-24,Leicester,ManCity,D,23,25,1,2004
6081,2004-04-24,ManUnited,Liverpool,A,26,24,0,2004
6082,2004-04-24,Middlesbrough,AstonVilla,A,28,1,0,2004
6083,2004-04-24,Southampton,Bolton,A,38,6,0,2004
6084,2004-04-25,Birmingham,Wolves,D,3,49,1,2004
6085,2004-04-25,Leeds,Portsmouth,A,22,33,0,2004
6086,2004-04-25,Newcastle,Chelsea,H,29,13,2,2004
6087,2004-04-25,Tottenham,Arsenal,D,43,0,1,2004
6088,2004-01-05,Arsenal,Birmingham,D,0,3,1,2004
6089,2004-01-05,Blackburn,ManUnited,H,4,26,2,2004
6090,2004-01-05,Charlton,Leicester,D,12,23,1,2004
6091,2004-01-05,Chelsea,Southampton,H,13,38,2,2004
6092,2004-01-05,ManCity,Newcastle,H,25,29,2,2004
6093,2004-01-05,Portsmouth,Fulham,D,33,18,1,2004
6094,2004-01-05,Wolves,Everton,H,49,17,2,2004
6095,2004-02-05,AstonVilla,Tottenham,H,1,43,2,2004
6096,2004-02-05,Bolton,Leeds,H,6,22,2,2004
6097,2004-02-05,Liverpool,Middlesbrough,H,24,28,2,2004
6098,2004-04-05,Portsmouth,Arsenal,D,33,0,1,2004
6099,2004-08-05,Birmingham,Liverpool,A,3,24,0,2004
6100,2004-08-05,Everton,Bolton,A,17,6,0,2004
6101,2004-08-05,Leeds,Charlton,D,22,12,1,2004
6102,2004-08-05,Leicester,Portsmouth,H,23,33,2,2004
6103,2004-08-05,ManUnited,Chelsea,D,26,13,1,2004
6104,2004-08-05,Middlesbrough,ManCity,H,28,25,2,2004
6105,2004-08-05,Southampton,AstonVilla,D,38,1,1,2004
6106,2004-08-05,Tottenham,Blackburn,H,43,4,2,2004
6107,2009-08-15,AstonVilla,Wigan,A,1,47,0,2009
6108,2009-08-15,Blackburn,ManCity,A,4,25,0,2009
6109,2009-08-15,Bolton,Sunderland,A,6,40,0,2009
6110,2009-08-15,Chelsea,Hull,H,13,20,2,2009
6111,2009-08-15,Everton,Arsenal,A,17,0,0,2009
6112,2009-08-15,Portsmouth,Fulham,A,33,18,0,2009
6113,2009-08-15,Stoke,Burnley,H,39,10,2,2009
6114,2009-08-15,Wolves,WestHam,A,49,46,0,2009
6115,2009-08-16,ManUnited,Birmingham,H,26,3,2,2009
6116,2009-08-16,Tottenham,Liverpool,H,43,24,2,2009
6117,2009-08-18,Sunderland,Chelsea,A,40,13,0,2009
6118,2009-08-18,Wigan,Wolves,A,47,49,0,2009
6119,2009-08-19,Birmingham,Portsmouth,H,3,33,2,2009
6120,2009-08-19,Burnley,ManUnited,H,10,26,2,2009
6121,2009-08-19,Hull,Tottenham,A,20,43,0,2009
6122,2009-08-19,Liverpool,Stoke,H,24,39,2,2009
6123,2009-08-22,Arsenal,Portsmouth,H,0,33,2,2009
6124,2009-08-22,Birmingham,Stoke,D,3,39,1,2009
6125,2009-08-22,Hull,Bolton,H,20,6,2,2009
6126,2009-08-22,ManCity,Wolves,H,25,49,2,2009
6127,2009-08-22,Sunderland,Blackburn,H,40,4,2,2009
6128,2009-08-22,Wigan,ManUnited,A,47,26,0,2009
6129,2009-08-23,Burnley,Everton,H,10,17,2,2009
6130,2009-08-23,Fulham,Chelsea,A,18,13,0,2009
6131,2009-08-23,WestHam,Tottenham,A,46,43,0,2009
6132,2009-08-24,Liverpool,AstonVilla,A,24,1,0,2009
6133,2009-08-29,Blackburn,WestHam,D,4,46,1,2009
6134,2009-08-29,Bolton,Liverpool,A,6,24,0,2009
6135,2009-08-29,Chelsea,Burnley,H,13,10,2,2009
6136,2009-08-29,ManUnited,Arsenal,H,26,0,2,2009
6137,2009-08-29,Stoke,Sunderland,H,39,40,2,2009
6138,2009-08-29,Tottenham,Birmingham,H,43,3,2,2009
6139,2009-08-29,Wolves,Hull,D,49,20,1,2009
6140,2009-08-30,AstonVilla,Fulham,H,1,18,2,2009
6141,2009-08-30,Everton,Wigan,H,17,47,2,2009
6142,2009-08-30,Portsmouth,ManCity,A,33,25,0,2009
6143,2009-12-09,Blackburn,Wolves,H,4,49,2,2009
6144,2009-12-09,Liverpool,Burnley,H,24,10,2,2009
6145,2009-12-09,ManCity,Arsenal,H,25,0,2,2009
6146,2009-12-09,Portsmouth,Bolton,A,33,6,0,2009
6147,2009-12-09,Stoke,Chelsea,A,39,13,0,2009
6148,2009-12-09,Sunderland,Hull,H,40,20,2,2009
6149,2009-12-09,Tottenham,ManUnited,A,43,26,0,2009
6150,2009-12-09,Wigan,WestHam,H,47,46,2,2009
6151,2009-09-13,Birmingham,AstonVilla,A,3,1,0,2009
6152,2009-09-13,Fulham,Everton,H,18,17,2,2009
6153,2009-09-19,Arsenal,Wigan,H,0,47,2,2009
6154,2009-09-19,AstonVilla,Portsmouth,H,1,33,2,2009
6155,2009-09-19,Bolton,Stoke,D,6,39,1,2009
6156,2009-09-19,Burnley,Sunderland,H,10,40,2,2009
6157,2009-09-19,Hull,Birmingham,A,20,3,0,2009
6158,2009-09-19,WestHam,Liverpool,A,46,24,0,2009
6159,2009-09-20,Chelsea,Tottenham,H,13,43,2,2009
6160,2009-09-20,Everton,Blackburn,H,17,4,2,2009
6161,2009-09-20,ManUnited,ManCity,H,26,25,2,2009
6162,2009-09-20,Wolves,Fulham,H,49,18,2,2009
6163,2009-09-26,Birmingham,Bolton,A,3,6,0,2009
6164,2009-09-26,Blackburn,AstonVilla,H,4,1,2,2009
6165,2009-09-26,Fulham,Arsenal,A,18,0,0,2009
6166,2009-09-26,Liverpool,Hull,H,24,20,2,2009
6167,2009-09-26,Portsmouth,Everton,A,33,17,0,2009
6168,2009-09-26,Stoke,ManUnited,A,39,26,0,2009
6169,2009-09-26,Tottenham,Burnley,H,43,10,2,2009
6170,2009-09-26,Wigan,Chelsea,H,47,13,2,2009
6171,2009-09-27,Sunderland,Wolves,H,40,49,2,2009
6172,2009-09-28,ManCity,WestHam,H,25,46,2,2009
6173,2009-03-10,Bolton,Tottenham,D,6,43,1,2009
6174,2009-03-10,Burnley,Birmingham,H,10,3,2,2009
6175,2009-03-10,Hull,Wigan,H,20,47,2,2009
6176,2009-03-10,ManUnited,Sunderland,D,26,40,1,2009
6177,2009-03-10,Wolves,Portsmouth,A,49,33,0,2009
6178,2009-04-10,Arsenal,Blackburn,H,0,4,2,2009
6179,2009-04-10,Chelsea,Liverpool,H,13,24,2,2009
6180,2009-04-10,Everton,Stoke,D,17,39,1,2009
6181,2009-04-10,WestHam,Fulham,D,46,18,1,2009
6182,2009-05-10,AstonVilla,ManCity,D,1,25,1,2009
6183,2009-10-17,Arsenal,Birmingham,H,0,3,2,2009
6184,2009-10-17,AstonVilla,Chelsea,H,1,13,2,2009
6185,2009-10-17,Everton,Wolves,D,17,49,1,2009
6186,2009-10-17,ManUnited,Bolton,H,26,6,2,2009
6187,2009-10-17,Portsmouth,Tottenham,A,33,43,0,2009
6188,2009-10-17,Stoke,WestHam,H,39,46,2,2009
6189,2009-10-17,Sunderland,Liverpool,H,40,24,2,2009
6190,2009-10-18,Blackburn,Burnley,H,4,10,2,2009
6191,2009-10-18,Wigan,ManCity,D,47,25,1,2009
6192,2009-10-19,Fulham,Hull,H,18,20,2,2009
6193,2009-10-24,Birmingham,Sunderland,H,3,40,2,2009
6194,2009-10-24,Burnley,Wigan,A,10,47,0,2009
6195,2009-10-24,Chelsea,Blackburn,H,13,4,2,2009
6196,2009-10-24,Hull,Portsmouth,D,20,33,1,2009
6197,2009-10-24,Tottenham,Stoke,A,43,39,0,2009
6198,2009-10-24,Wolves,AstonVilla,D,49,1,1,2009
6199,2009-10-25,Bolton,Everton,H,6,17,2,2009
6200,2009-10-25,Liverpool,ManUnited,H,24,26,2,2009
6201,2009-10-25,ManCity,Fulham,D,25,18,1,2009
6202,2009-10-25,WestHam,Arsenal,D,46,0,1,2009
6203,2009-10-31,Arsenal,Tottenham,H,0,43,2,2009
6204,2009-10-31,Bolton,Chelsea,A,6,13,0,2009
6205,2009-10-31,Burnley,Hull,H,10,20,2,2009
6206,2009-10-31,Everton,AstonVilla,D,17,1,1,2009
6207,2009-10-31,Fulham,Liverpool,H,18,24,2,2009
6208,2009-10-31,ManUnited,Blackburn,H,26,4,2,2009
6209,2009-10-31,Portsmouth,Wigan,H,33,47,2,2009
6210,2009-10-31,Stoke,Wolves,D,39,49,1,2009
6211,2009-10-31,Sunderland,WestHam,D,40,46,1,2009
6212,2009-01-11,Birmingham,ManCity,D,3,25,1,2009
6213,2009-04-11,WestHam,AstonVilla,H,46,1,2,2009
6214,2009-07-11,AstonVilla,Bolton,H,1,6,2,2009
6215,2009-07-11,Blackburn,Portsmouth,H,4,33,2,2009
6216,2009-07-11,ManCity,Burnley,D,25,10,1,2009
6217,2009-07-11,Tottenham,Sunderland,H,43,40,2,2009
6218,2009-07-11,Wolves,Arsenal,A,49,0,0,2009
6219,2009-08-11,Chelsea,ManUnited,H,13,26,2,2009
6220,2009-08-11,Hull,Stoke,H,20,39,2,2009
6221,2009-08-11,WestHam,Everton,A,46,17,0,2009
6222,2009-08-11,Wigan,Fulham,D,47,18,1,2009
6223,2009-09-11,Liverpool,Birmingham,D,24,3,1,2009
6224,2009-11-21,Birmingham,Fulham,H,3,18,2,2009
6225,2009-11-21,Burnley,AstonVilla,D,10,1,1,2009
6226,2009-11-21,Chelsea,Wolves,H,13,49,2,2009
6227,2009-11-21,Hull,WestHam,D,20,46,1,2009
6228,2009-11-21,Liverpool,ManCity,D,24,25,1,2009
6229,2009-11-21,ManUnited,Everton,H,26,17,2,2009
6230,2009-11-21,Sunderland,Arsenal,H,40,0,2,2009
6231,2009-11-22,Bolton,Blackburn,A,6,4,0,2009
6232,2009-11-22,Stoke,Portsmouth,H,39,33,2,2009
6233,2009-11-22,Tottenham,Wigan,H,43,47,2,2009
6234,2009-11-25,Fulham,Blackburn,H,18,4,2,2009
6235,2009-11-25,Hull,Everton,H,20,17,2,2009
6236,2009-11-28,AstonVilla,Tottenham,D,1,43,1,2009
6237,2009-11-28,Blackburn,Stoke,D,4,39,1,2009
6238,2009-11-28,Fulham,Bolton,D,18,6,1,2009
6239,2009-11-28,ManCity,Hull,D,25,20,1,2009
6240,2009-11-28,Portsmouth,ManUnited,A,33,26,0,2009
6241,2009-11-28,WestHam,Burnley,H,46,10,2,2009
6242,2009-11-28,Wigan,Sunderland,H,47,40,2,2009
6243,2009-11-29,Arsenal,Chelsea,A,0,13,0,2009
6244,2009-11-29,Everton,Liverpool,A,17,24,0,2009
6245,2009-11-29,Wolves,Birmingham,A,49,3,0,2009
6246,2009-05-12,Arsenal,Stoke,H,0,39,2,2009
6247,2009-05-12,AstonVilla,Hull,H,1,20,2,2009
6248,2009-05-12,Blackburn,Liverpool,D,4,24,1,2009
6249,2009-05-12,ManCity,Chelsea,H,25,13,2,2009
6250,2009-05-12,Portsmouth,Burnley,H,33,10,2,2009
6251,2009-05-12,WestHam,ManUnited,A,46,26,0,2009
6252,2009-05-12,Wigan,Birmingham,A,47,3,0,2009
6253,2009-05-12,Wolves,Bolton,H,49,6,2,2009
6254,2009-06-12,Everton,Tottenham,D,17,43,1,2009
6255,2009-06-12,Fulham,Sunderland,H,18,40,2,2009
6256,2009-12-12,Birmingham,WestHam,H,3,46,2,2009
6257,2009-12-12,Bolton,ManCity,D,6,25,1,2009
6258,2009-12-12,Burnley,Fulham,D,10,18,1,2009
6259,2009-12-12,Chelsea,Everton,D,13,17,1,2009
6260,2009-12-12,Hull,Blackburn,D,20,4,1,2009
6261,2009-12-12,ManUnited,AstonVilla,A,26,1,0,2009
6262,2009-12-12,Stoke,Wigan,D,39,47,1,2009
6263,2009-12-12,Sunderland,Portsmouth,D,40,33,1,2009
6264,2009-12-12,Tottenham,Wolves,A,43,49,0,2009
6265,2009-12-13,Liverpool,Arsenal,A,24,0,0,2009
6266,2009-12-15,Birmingham,Blackburn,H,3,4,2,2009
6267,2009-12-15,Bolton,WestHam,H,6,46,2,2009
6268,2009-12-15,ManUnited,Wolves,H,26,49,2,2009
6269,2009-12-15,Sunderland,AstonVilla,A,40,1,0,2009
