,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HomeTeamcat,AwayTeamcat,FTRcat,MatchYear
0,E0,1993-08-14,Arsenal,Coventry,0,3,A,0,12,0,1993
1,E0,1993-08-14,AstonVilla,QPR,4,1,H,1,30,2,1993
2,E0,1993-08-14,Chelsea,Blackburn,1,2,A,11,4,0,1993
3,E0,1993-08-14,Liverpool,SheffieldWeds,2,0,H,21,33,2,1993
4,E0,1993-08-14,ManCity,Leeds,1,1,D,22,19,1,1993
5,E0,1993-08-14,Newcastle,Tottenham,0,1,A,25,39,0,1993
6,E0,1993-08-14,Oldham,Ipswich,0,3,A,28,18,0,1993
7,E0,1993-08-14,SheffieldUnited,Swindon,3,1,H,32,38,2,1993
8,E0,1993-08-14,Southampton,Everton,0,2,A,34,15,0,1993
9,E0,1993-08-14,WestHam,Wimbledon,0,2,A,42,44,0,1993
10,E0,1993-08-15,Norwich,ManUnited,0,2,A,26,23,0,1993
11,E0,1993-08-16,Tottenham,Arsenal,0,1,A,39,0,0,1993
12,E0,1993-08-17,Everton,ManCity,1,0,H,15,22,2,1993
13,E0,1993-08-17,Ipswich,Southampton,1,0,H,18,34,2,1993
14,E0,1993-08-17,Leeds,WestHam,1,0,H,19,42,2,1993
15,E0,1993-08-17,Wimbledon,Chelsea,1,1,D,44,11,1,1993
16,E0,1993-08-18,Blackburn,Norwich,2,3,A,4,26,0,1993
17,E0,1993-08-18,Coventry,Newcastle,2,1,H,12,25,2,1993
18,E0,1993-08-18,ManUnited,SheffieldUnited,3,0,H,23,32,2,1993
19,E0,1993-08-18,QPR,Liverpool,1,3,A,30,21,0,1993
20,E0,1993-08-18,SheffieldWeds,AstonVilla,0,0,D,33,1,1,1993
21,E0,1993-08-18,Swindon,Oldham,0,1,A,38,28,0,1993
22,E0,1993-08-21,Blackburn,Oldham,1,0,H,4,28,2,1993
23,E0,1993-08-21,Coventry,WestHam,1,1,D,12,42,1,1993
24,E0,1993-08-21,Everton,SheffieldUnited,4,2,H,15,32,2,1993
25,E0,1993-08-21,Ipswich,Chelsea,1,0,H,18,11,2,1993
26,E0,1993-08-21,Leeds,Norwich,0,4,A,19,26,0,1993
27,E0,1993-08-21,ManUnited,Newcastle,1,1,D,23,25,1,1993
28,E0,1993-08-21,QPR,Southampton,2,1,H,30,34,2,1993
29,E0,1993-08-21,SheffieldWeds,Arsenal,0,1,A,33,0,0,1993
30,E0,1993-08-21,Tottenham,ManCity,1,0,H,39,22,2,1993
31,E0,1993-08-21,Wimbledon,AstonVilla,2,2,D,44,1,1,1993
32,E0,1993-08-22,Swindon,Liverpool,0,5,A,38,21,0,1993
33,E0,1993-08-23,AstonVilla,ManUnited,1,2,A,1,23,0,1993
34,E0,1993-08-24,Arsenal,Leeds,2,1,H,0,19,2,1993
35,E0,1993-08-24,ManCity,Blackburn,0,2,A,22,4,0,1993
36,E0,1993-08-24,Oldham,Coventry,3,3,D,28,12,1,1993
37,E0,1993-08-24,SheffieldUnited,Wimbledon,2,1,H,32,44,2,1993
38,E0,1993-08-25,Chelsea,QPR,2,0,H,11,30,2,1993
39,E0,1993-08-25,Liverpool,Tottenham,1,2,A,21,39,0,1993
40,E0,1993-08-25,Newcastle,Everton,1,0,H,25,15,2,1993
41,E0,1993-08-25,Norwich,Ipswich,1,0,H,26,18,2,1993
42,E0,1993-08-25,Southampton,Swindon,5,1,H,34,38,2,1993
43,E0,1993-08-25,WestHam,SheffieldWeds,2,0,H,42,33,2,1993
44,E0,1993-08-27,ManCity,Coventry,1,1,D,22,12,1,1993
45,E0,1993-08-28,Arsenal,Everton,2,0,H,0,15,2,1993
46,E0,1993-08-28,AstonVilla,Tottenham,1,0,H,1,39,2,1993
47,E0,1993-08-28,Chelsea,SheffieldWeds,1,1,D,11,33,1,1993
48,E0,1993-08-28,Liverpool,Leeds,2,0,H,21,19,2,1993
49,E0,1993-08-28,Norwich,Swindon,0,0,D,26,38,1,1993
50,E0,1993-08-28,Oldham,Wimbledon,1,1,D,28,44,1,1993
51,E0,1993-08-28,SheffieldUnited,Ipswich,1,1,D,32,18,1,1993
52,E0,1993-08-28,Southampton,ManUnited,1,3,A,34,23,0,1993
53,E0,1993-08-28,WestHam,QPR,0,4,A,42,30,0,1993
54,E0,1993-08-29,Newcastle,Blackburn,1,1,D,25,4,1,1993
55,E0,1993-08-30,Leeds,Oldham,1,0,H,19,28,2,1993
56,E0,1993-08-31,Everton,AstonVilla,0,1,A,15,1,0,1993
57,E0,1993-08-31,Ipswich,Newcastle,1,1,D,18,25,1,1993
58,E0,1993-08-31,Wimbledon,Southampton,1,0,H,44,34,2,1993
59,E0,1993-01-09,Blackburn,Arsenal,1,1,D,4,0,1,1993
60,E0,1993-01-09,Coventry,Liverpool,1,0,H,12,21,2,1993
61,E0,1993-01-09,ManUnited,WestHam,3,0,H,23,42,2,1993
62,E0,1993-01-09,QPR,SheffieldUnited,2,1,H,30,32,2,1993
63,E0,1993-01-09,SheffieldWeds,Norwich,3,3,D,33,26,1,1993
64,E0,1993-01-09,Swindon,ManCity,1,3,A,38,22,0,1993
65,E0,1993-01-09,Tottenham,Chelsea,1,1,D,39,11,1,1993
66,E0,1993-11-09,Arsenal,Ipswich,4,0,H,0,18,2,1993
67,E0,1993-11-09,AstonVilla,Coventry,0,0,D,1,12,1,1993
68,E0,1993-11-09,Chelsea,ManUnited,1,0,H,11,23,2,1993
69,E0,1993-11-09,ManCity,QPR,3,0,H,22,30,2,1993
70,E0,1993-11-09,Norwich,Wimbledon,0,1,A,26,44,0,1993
71,E0,1993-11-09,Oldham,Everton,0,1,A,28,15,0,1993
72,E0,1993-11-09,SheffieldUnited,Tottenham,2,2,D,32,39,1,1993
73,E0,1993-11-09,Southampton,Leeds,0,2,A,34,19,0,1993
74,E0,1993-11-09,WestHam,Swindon,0,0,D,42,38,1,1993
75,E0,1993-12-09,Liverpool,Blackburn,0,1,A,21,4,0,1993
76,E0,1993-09-13,Newcastle,SheffieldWeds,4,2,H,25,33,2,1993
77,E0,1993-09-18,Blackburn,WestHam,0,2,A,4,42,0,1993
78,E0,1993-09-18,Coventry,Chelsea,1,1,D,12,11,1,1993
79,E0,1993-09-18,Everton,Liverpool,2,0,H,15,21,2,1993
80,E0,1993-09-18,Ipswich,AstonVilla,1,2,A,18,1,0,1993
81,E0,1993-09-18,Leeds,SheffieldUnited,2,1,H,19,32,2,1993
82,E0,1993-09-18,QPR,Norwich,2,2,D,30,26,1,1993
83,E0,1993-09-18,SheffieldWeds,Southampton,2,0,H,33,34,2,1993
84,E0,1993-09-18,Swindon,Newcastle,2,2,D,38,25,1,1993
85,E0,1993-09-18,Tottenham,Oldham,5,0,H,39,28,2,1993
86,E0,1993-09-19,ManUnited,Arsenal,1,0,H,23,0,2,1993
87,E0,1993-09-20,Wimbledon,ManCity,1,0,H,44,22,2,1993
88,E0,1993-09-25,Arsenal,Southampton,1,0,H,0,34,2,1993
89,E0,1993-09-25,Blackburn,SheffieldWeds,1,1,D,4,33,1,1993
90,E0,1993-09-25,Chelsea,Liverpool,1,0,H,11,21,2,1993
91,E0,1993-09-25,Coventry,Leeds,0,2,A,12,19,0,1993
92,E0,1993-09-25,Everton,Norwich,1,5,A,15,26,0,1993
93,E0,1993-09-25,ManUnited,Swindon,4,2,H,23,38,2,1993
94,E0,1993-09-25,Newcastle,WestHam,2,0,H,25,42,2,1993
95,E0,1993-09-25,Oldham,AstonVilla,1,1,D,28,1,1,1993
96,E0,1993-09-25,SheffieldUnited,ManCity,0,1,A,32,22,0,1993
97,E0,1993-09-26,Ipswich,Tottenham,2,2,D,18,39,1,1993
98,E0,1993-09-27,Wimbledon,QPR,1,1,D,44,30,1,1993
99,E0,1993-02-10,AstonVilla,Newcastle,0,2,A,1,25,0,1993
100,E0,1993-02-10,Leeds,Wimbledon,4,0,H,19,44,2,1993
101,E0,1993-02-10,Liverpool,Arsenal,0,0,D,21,0,1,1993
102,E0,1993-02-10,Norwich,Coventry,1,0,H,26,12,2,1993
103,E0,1993-02-10,QPR,Ipswich,3,0,H,30,18,2,1993
104,E0,1993-02-10,SheffieldWeds,ManUnited,2,3,A,33,23,0,1993
105,E0,1993-02-10,Southampton,SheffieldUnited,3,3,D,34,32,1,1993
106,E0,1993-02-10,Swindon,Blackburn,1,3,A,38,4,0,1993
107,E0,1993-02-10,WestHam,Chelsea,1,0,H,42,11,2,1993
108,E0,1993-03-10,Tottenham,Everton,3,2,H,39,15,2,1993
109,E0,1993-04-10,ManCity,Oldham,1,1,D,22,28,1,1993
110,E0,1993-10-16,Arsenal,ManCity,0,0,D,0,22,1,1993
111,E0,1993-10-16,Chelsea,Norwich,1,2,A,11,26,0,1993
112,E0,1993-10-16,Coventry,Southampton,1,1,D,12,34,1,1993
113,E0,1993-10-16,Liverpool,Oldham,2,1,H,21,28,2,1993
114,E0,1993-10-16,ManUnited,Tottenham,2,1,H,23,39,2,1993
115,E0,1993-10-16,Newcastle,QPR,1,2,A,25,30,0,1993
116,E0,1993-10-16,SheffieldWeds,Wimbledon,2,2,D,33,44,1,1993
117,E0,1993-10-16,Swindon,Everton,1,1,D,38,15,1,1993
118,E0,1993-10-16,WestHam,AstonVilla,0,0,D,42,1,1,1993
119,E0,1993-10-17,Ipswich,Leeds,0,0,D,18,19,1,1993
120,E0,1993-10-18,Blackburn,SheffieldUnited,0,0,D,4,32,1,1993
121,E0,1993-10-23,AstonVilla,Chelsea,1,0,H,1,11,2,1993
122,E0,1993-10-23,Everton,ManUnited,0,1,A,15,23,0,1993
123,E0,1993-10-23,Leeds,Blackburn,3,3,D,19,4,1,1993
124,E0,1993-10-23,ManCity,Liverpool,1,1,D,22,21,1,1993
125,E0,1993-10-23,Norwich,WestHam,0,0,D,26,42,1,1993
126,E0,1993-10-23,Oldham,Arsenal,0,0,D,28,0,1,1993
127,E0,1993-10-23,QPR,Coventry,5,1,H,30,12,2,1993
128,E0,1993-10-23,SheffieldUnited,SheffieldWeds,1,1,D,32,33,1,1993
129,E0,1993-10-23,Tottenham,Swindon,1,1,D,39,38,1,1993
130,E0,1993-10-24,Southampton,Newcastle,2,1,H,34,25,2,1993
131,E0,1993-10-25,Wimbledon,Ipswich,0,2,A,44,18,0,1993
132,E0,1993-10-30,Arsenal,Norwich,0,0,D,0,26,1,1993
133,E0,1993-10-30,Blackburn,Tottenham,1,0,H,4,39,2,1993
134,E0,1993-10-30,Chelsea,Oldham,0,1,A,11,28,0,1993
135,E0,1993-10-30,Ipswich,Everton,0,2,A,18,15,0,1993
136,E0,1993-10-30,Liverpool,Southampton,4,2,H,21,34,2,1993
137,E0,1993-10-30,ManUnited,QPR,2,1,H,23,30,2,1993
138,E0,1993-10-30,Newcastle,Wimbledon,4,0,H,25,44,2,1993
139,E0,1993-10-30,SheffieldWeds,Leeds,3,3,D,33,19,1,1993
140,E0,1993-10-30,Swindon,AstonVilla,1,2,A,38,1,0,1993
141,E0,1993-10-31,Coventry,SheffieldUnited,0,0,D,12,32,1,1993
142,E0,1993-01-11,WestHam,ManCity,3,1,H,42,22,2,1993
143,E0,1993-06-11,Arsenal,AstonVilla,1,2,A,0,1,0,1993
144,E0,1993-06-11,Coventry,Everton,2,1,H,12,15,2,1993
145,E0,1993-06-11,Ipswich,SheffieldWeds,1,4,A,18,33,0,1993
146,E0,1993-06-11,Leeds,Chelsea,4,1,H,19,11,2,1993
147,E0,1993-06-11,Liverpool,WestHam,2,0,H,21,42,2,1993
148,E0,1993-06-11,QPR,Blackburn,1,0,H,30,4,2,1993
149,E0,1993-06-11,SheffieldUnited,Norwich,1,2,A,32,26,0,1993
150,E0,1993-06-11,Southampton,Tottenham,1,0,H,34,39,2,1993
151,E0,1993-06-11,Wimbledon,Swindon,3,0,H,44,38,2,1993
152,E0,1993-07-11,ManCity,ManUnited,2,3,A,22,23,0,1993
153,E0,1993-08-11,Oldham,Newcastle,1,3,A,28,25,0,1993
154,E0,1993-11-20,AstonVilla,SheffieldUnited,1,0,H,1,32,2,1993
155,E0,1993-11-20,Blackburn,Southampton,2,0,H,4,34,2,1993
156,E0,1993-11-20,Chelsea,Arsenal,0,2,A,11,0,0,1993
157,E0,1993-11-20,Everton,QPR,0,3,A,15,30,0,1993
158,E0,1993-11-20,ManUnited,Wimbledon,3,1,H,23,44,2,1993
159,E0,1993-11-20,Norwich,ManCity,1,1,D,26,22,1,1993
160,E0,1993-11-20,SheffieldWeds,Coventry,0,0,D,33,12,1,1993
161,E0,1993-11-20,Swindon,Ipswich,2,2,D,38,18,1,1993
162,E0,1993-11-20,Tottenham,Leeds,1,1,D,39,19,1,1993
163,E0,1993-11-20,WestHam,Oldham,2,0,H,42,28,2,1993
164,E0,1993-11-21,Newcastle,Liverpool,3,0,H,25,21,2,1993
165,E0,1993-11-22,Chelsea,ManCity,0,0,D,11,22,1,1993
166,E0,1993-11-23,Blackburn,Coventry,2,1,H,4,12,2,1993
167,E0,1993-11-23,Everton,Leeds,1,1,D,15,19,1,1993
168,E0,1993-11-24,AstonVilla,Southampton,0,2,A,1,34,0,1993
169,E0,1993-11-24,ManUnited,Ipswich,0,0,D,23,18,1,1993
170,E0,1993-11-24,Newcastle,SheffieldUnited,4,0,H,25,32,2,1993
171,E0,1993-11-24,SheffieldWeds,Oldham,3,0,H,33,28,2,1993
172,E0,1993-11-24,Swindon,QPR,1,0,H,38,30,2,1993
173,E0,1993-11-24,Tottenham,Wimbledon,1,1,D,39,44,1,1993
174,E0,1993-11-24,WestHam,Arsenal,0,0,D,42,0,1,1993
175,E0,1993-11-27,Arsenal,Newcastle,2,1,H,0,25,2,1993
176,E0,1993-11-27,Coventry,ManUnited,0,1,A,12,23,0,1993
177,E0,1993-11-27,Ipswich,Blackburn,1,0,H,18,4,2,1993
178,E0,1993-11-27,Leeds,Swindon,3,0,H,19,38,2,1993
179,E0,1993-11-27,ManCity,SheffieldWeds,1,3,A,22,33,0,1993
180,E0,1993-11-27,Oldham,Norwich,2,1,H,28,26,2,1993
181,E0,1993-11-27,QPR,Tottenham,1,1,D,30,39,1,1993
182,E0,1993-11-27,SheffieldUnited,Chelsea,1,0,H,32,11,2,1993
183,E0,1993-11-27,Wimbledon,Everton,1,1,D,44,15,1,1993
184,E0,1993-11-28,Liverpool,AstonVilla,2,1,H,21,1,2,1993
185,E0,1993-11-29,Southampton,WestHam,0,2,A,34,42,0,1993
186,E0,1993-04-12,Coventry,Arsenal,1,0,H,12,0,2,1993
187,E0,1993-04-12,Everton,Southampton,1,0,H,15,34,2,1993
188,E0,1993-04-12,Ipswich,Oldham,0,0,D,18,28,1,1993
189,E0,1993-04-12,Leeds,ManCity,3,2,H,19,22,2,1993
190,E0,1993-04-12,ManUnited,Norwich,2,2,D,23,26,1,1993
191,E0,1993-04-12,QPR,AstonVilla,2,2,D,30,1,1,1993
192,E0,1993-04-12,SheffieldWeds,Liverpool,3,1,H,33,21,2,1993
193,E0,1993-04-12,Swindon,SheffieldUnited,0,0,D,38,32,1,1993
194,E0,1993-04-12,Tottenham,Newcastle,1,2,A,39,25,0,1993
195,E0,1993-04-12,Wimbledon,WestHam,1,2,A,44,42,0,1993
196,E0,1993-05-12,Blackburn,Chelsea,2,0,H,4,11,2,1993
197,E0,1993-06-12,Arsenal,Tottenham,1,1,D,0,39,1,1993
198,E0,1993-07-12,Oldham,Swindon,2,1,H,28,38,2,1993
199,E0,1993-07-12,SheffieldUnited,ManUnited,0,3,A,32,23,0,1993
200,E0,1993-08-12,AstonVilla,SheffieldWeds,2,2,D,1,33,1,1993
201,E0,1993-08-12,Liverpool,QPR,3,2,H,21,30,2,1993
202,E0,1993-08-12,ManCity,Everton,1,0,H,22,15,2,1993
203,E0,1993-08-12,Southampton,Ipswich,0,1,A,34,18,0,1993
204,E0,1993-08-12,WestHam,Leeds,0,1,A,42,19,0,1993
205,E0,1993-11-12,AstonVilla,Wimbledon,0,1,A,1,44,0,1993
206,E0,1993-11-12,Chelsea,Ipswich,1,1,D,11,18,1,1993
207,E0,1993-11-12,Liverpool,Swindon,2,2,D,21,38,1,1993
208,E0,1993-11-12,ManCity,Tottenham,0,2,A,22,39,0,1993
209,E0,1993-11-12,Newcastle,ManUnited,1,1,D,25,23,1,1993
210,E0,1993-11-12,Oldham,Blackburn,1,2,A,28,4,0,1993
211,E0,1993-11-12,SheffieldUnited,Everton,0,0,D,32,15,1,1993
212,E0,1993-11-12,Southampton,QPR,0,1,A,34,30,0,1993
213,E0,1993-11-12,WestHam,Coventry,3,2,H,42,12,2,1993
214,E0,1993-12-12,Arsenal,SheffieldWeds,1,0,H,0,33,2,1993
215,E0,1993-12-13,Norwich,Leeds,2,1,H,26,19,2,1993
216,E0,1993-12-18,Blackburn,ManCity,2,0,H,4,22,2,1993
217,E0,1993-12-18,Coventry,Oldham,1,1,D,12,28,1,1993
218,E0,1993-12-18,Everton,Newcastle,0,2,A,15,25,0,1993
219,E0,1993-12-18,Ipswich,Norwich,2,1,H,18,26,2,1993
220,E0,1993-12-18,Leeds,Arsenal,2,1,H,19,0,2,1993
221,E0,1993-12-18,SheffieldWeds,WestHam,5,0,H,33,42,2,1993
222,E0,1993-12-18,Swindon,Southampton,2,1,H,38,34,2,1993
223,E0,1993-12-18,Tottenham,Liverpool,3,3,D,39,21,1,1993
224,E0,1993-12-18,Wimbledon,SheffieldUnited,2,0,H,44,32,2,1993
225,E0,1993-12-19,ManUnited,AstonVilla,3,1,H,23,1,2,1993
226,E0,1993-12-22,Newcastle,Leeds,1,1,D,25,19,1,1993
227,E0,1993-12-26,ManUnited,Blackburn,1,1,D,23,4,1,1993
228,E0,1993-12-26,SheffieldUnited,Liverpool,0,0,D,32,21,1,1993
229,E0,1993-12-26,Wimbledon,Coventry,1,2,A,44,12,0,1993
230,E0,1993-12-27,Everton,SheffieldWeds,0,2,A,15,33,0,1993
231,E0,1993-12-27,Ipswich,WestHam,1,1,D,18,42,1,1993
232,E0,1993-12-27,QPR,Oldham,2,0,H,30,28,2,1993
233,E0,1993-12-27,Southampton,Chelsea,3,1,H,34,11,2,1993
234,E0,1993-12-27,Swindon,Arsenal,0,4,A,38,0,0,1993
235,E0,1993-12-27,Tottenham,Norwich,1,3,A,39,26,0,1993
236,E0,1993-12-28,Chelsea,Newcastle,1,0,H,11,25,2,1993
237,E0,1993-12-28,Liverpool,Wimbledon,1,1,D,21,44,1,1993
238,E0,1993-12-28,ManCity,Southampton,1,1,D,22,34,1,1993
239,E0,1993-12-28,WestHam,Tottenham,1,3,A,42,39,0,1993
240,E0,1993-12-29,Arsenal,SheffieldUnited,3,0,H,0,32,2,1993
241,E0,1993-12-29,Blackburn,Everton,2,0,H,4,15,2,1993
242,E0,1993-12-29,Leeds,QPR,1,1,D,19,30,1,1993
243,E0,1993-12-29,Norwich,AstonVilla,1,2,A,26,1,0,1993
244,E0,1993-12-29,Oldham,ManUnited,2,5,A,28,23,0,1993
245,E0,1993-12-29,SheffieldWeds,Swindon,3,3,D,33,38,1,1993
246,E0,1994-01-01,AstonVilla,Blackburn,0,1,A,1,4,0,1994
247,E0,1994-01-01,Everton,WestHam,0,1,A,15,42,0,1994
248,E0,1994-01-01,Ipswich,Liverpool,1,2,A,18,21,0,1994
249,E0,1994-01-01,ManUnited,Leeds,0,0,D,23,19,1,1994
250,E0,1994-01-01,Newcastle,ManCity,2,0,H,25,22,2,1994
251,E0,1994-01-01,QPR,SheffieldWeds,1,2,A,30,33,0,1994
252,E0,1994-01-01,SheffieldUnited,Oldham,2,1,H,32,28,2,1994
253,E0,1994-01-01,Southampton,Norwich,0,1,A,34,26,0,1994
254,E0,1994-01-01,Swindon,Chelsea,1,3,A,38,11,0,1994
255,E0,1994-01-01,Tottenham,Coventry,1,2,A,39,12,0,1994
256,E0,1994-01-01,Wimbledon,Arsenal,0,3,A,44,0,0,1994
257,E0,1994-03-01,Arsenal,QPR,0,0,D,0,30,1,1994
258,E0,1994-03-01,Chelsea,Everton,4,2,H,11,15,2,1994
259,E0,1994-03-01,Coventry,Swindon,1,1,D,12,38,1,1994
260,E0,1994-03-01,SheffieldWeds,Tottenham,1,0,H,33,39,2,1994
261,E0,1994-03-01,WestHam,SheffieldUnited,0,0,D,42,32,1,1994
262,E0,1994-04-01,Liverpool,ManUnited,3,3,D,21,23,1,1994
263,E0,1994-04-01,Norwich,Newcastle,1,2,A,26,25,0,1994
264,E0,1994-01-15,AstonVilla,WestHam,3,1,H,1,42,2,1994
265,E0,1994-01-15,Everton,Swindon,6,2,H,15,38,2,1994
266,E0,1994-01-15,Leeds,Ipswich,0,0,D,19,18,1,1994
267,E0,1994-01-15,ManCity,Arsenal,0,0,D,22,0,1,1994
268,E0,1994-01-15,Norwich,Chelsea,1,1,D,26,11,1,1994
269,E0,1994-01-15,Oldham,Liverpool,0,3,A,28,21,0,1994
270,E0,1994-01-15,SheffieldUnited,Blackburn,1,2,A,32,4,0,1994
271,E0,1994-01-15,Southampton,Coventry,1,0,H,34,12,2,1994
272,E0,1994-01-15,Tottenham,ManUnited,0,1,A,39,23,0,1994
273,E0,1994-01-15,Wimbledon,SheffieldWeds,2,1,H,44,33,2,1994
274,E0,1994-01-16,QPR,Newcastle,1,2,A,30,25,0,1994
275,E0,1994-01-22,Arsenal,Oldham,1,1,D,0,28,1,1994
276,E0,1994-01-22,Chelsea,AstonVilla,1,1,D,11,1,1,1994
277,E0,1994-01-22,Coventry,QPR,0,1,A,12,30,0,1994
278,E0,1994-01-22,Ipswich,Wimbledon,0,0,D,18,44,1,1994
279,E0,1994-01-22,Liverpool,ManCity,2,1,H,21,22,2,1994
280,E0,1994-01-22,ManUnited,Everton,1,0,H,23,15,2,1994
281,E0,1994-01-22,Newcastle,Southampton,1,2,A,25,34,0,1994
282,E0,1994-01-22,SheffieldWeds,SheffieldUnited,3,1,H,33,32,2,1994
283,E0,1994-01-22,Swindon,Tottenham,2,1,H,38,39,2,1994
284,E0,1994-01-23,Blackburn,Leeds,2,1,H,4,19,2,1994
285,E0,1994-01-24,WestHam,Norwich,3,3,D,42,26,1,1994
286,E0,1994-02-02,Coventry,Ipswich,1,0,H,12,18,2,1994
287,E0,1994-05-02,Blackburn,Wimbledon,3,0,H,4,44,2,1994
288,E0,1994-05-02,Everton,Chelsea,4,2,H,15,11,2,1994
289,E0,1994-05-02,ManCity,Ipswich,2,1,H,22,18,2,1994
290,E0,1994-05-02,Norwich,Liverpool,2,2,D,26,21,1,1994
291,E0,1994-05-02,Oldham,Southampton,2,1,H,28,34,2,1994
292,E0,1994-05-02,QPR,ManUnited,2,3,A,30,23,0,1994
293,E0,1994-05-02,Swindon,Coventry,3,1,H,38,12,2,1994
294,E0,1994-05-02,Tottenham,SheffieldWeds,1,3,A,39,33,0,1994
295,E0,1994-06-02,AstonVilla,Leeds,1,0,H,1,19,2,1994
296,E0,1994-12-02,AstonVilla,Swindon,5,0,H,1,38,2,1994
297,E0,1994-12-02,Everton,Ipswich,0,0,D,15,18,1,1994
298,E0,1994-12-02,ManCity,WestHam,0,0,D,22,42,1,1994
299,E0,1994-12-02,Oldham,Chelsea,2,1,H,28,11,2,1994
300,E0,1994-12-02,SheffieldUnited,Coventry,0,0,D,32,12,1,1994
301,E0,1994-12-02,Tottenham,Blackburn,0,2,A,39,4,0,1994
302,E0,1994-12-02,Wimbledon,Newcastle,4,2,H,44,25,2,1994
303,E0,1994-02-13,Norwich,Arsenal,1,1,D,26,0,1,1994
304,E0,1994-02-14,Southampton,Liverpool,4,2,H,34,21,2,1994
305,E0,1994-02-19,Blackburn,Newcastle,1,0,H,4,25,2,1994
306,E0,1994-02-19,Coventry,ManCity,4,0,H,12,22,2,1994
307,E0,1994-02-19,Everton,Arsenal,1,1,D,15,0,1,1994
308,E0,1994-02-19,Leeds,Liverpool,2,0,H,19,21,2,1994
309,E0,1994-02-19,Swindon,Norwich,3,3,D,38,26,1,1994
310,E0,1994-02-22,AstonVilla,ManCity,0,0,D,1,22,1,1994
311,E0,1994-02-22,Norwich,Blackburn,2,2,D,26,4,1,1994
312,E0,1994-02-23,Newcastle,Coventry,4,0,H,25,12,2,1994
313,E0,1994-02-26,Arsenal,Blackburn,1,0,H,0,4,2,1994
314,E0,1994-02-26,Ipswich,SheffieldUnited,3,2,H,18,32,2,1994
315,E0,1994-02-26,Liverpool,Coventry,1,0,H,21,12,2,1994
316,E0,1994-02-26,ManCity,Swindon,2,1,H,22,38,2,1994
317,E0,1994-02-26,Norwich,SheffieldWeds,1,1,D,26,33,1,1994
318,E0,1994-02-26,Southampton,Wimbledon,1,0,H,34,44,2,1994
319,E0,1994-02-26,WestHam,ManUnited,2,2,D,42,23,1,1994
320,E0,1994-02-27,Chelsea,Tottenham,4,3,H,11,39,2,1994
321,E0,1994-02-28,Oldham,Leeds,1,1,D,28,19,1,1994
322,E0,1994-02-03,Tottenham,AstonVilla,1,1,D,39,1,1,1994
323,E0,1994-05-03,Blackburn,Liverpool,2,0,H,4,21,2,1994
324,E0,1994-05-03,Everton,Oldham,2,1,H,15,28,2,1994
325,E0,1994-05-03,Ipswich,Arsenal,1,5,A,18,0,0,1994
326,E0,1994-05-03,Leeds,Southampton,0,0,D,19,34,1,1994
327,E0,1994-05-03,ManUnited,Chelsea,0,1,A,23,11,0,1994
328,E0,1994-05-03,QPR,ManCity,1,1,D,30,22,1,1994
329,E0,1994-05-03,SheffieldWeds,Newcastle,0,1,A,33,25,0,1994
330,E0,1994-05-03,Swindon,WestHam,1,1,D,38,42,1,1994
331,E0,1994-05-03,Tottenham,SheffieldUnited,2,2,D,39,32,1,1994
332,E0,1994-05-03,Wimbledon,Norwich,3,1,H,44,26,2,1994
333,E0,1994-06-03,Coventry,AstonVilla,0,1,A,12,1,0,1994
334,E0,1994-12-03,AstonVilla,Ipswich,0,1,A,1,18,0,1994
335,E0,1994-12-03,ManCity,Wimbledon,0,1,A,22,44,0,1994
336,E0,1994-12-03,Newcastle,Swindon,7,1,H,25,38,2,1994
337,E0,1994-12-03,Norwich,QPR,3,4,A,26,30,0,1994
338,E0,1994-12-03,Southampton,SheffieldWeds,1,1,D,34,33,1,1994
339,E0,1994-03-13,Liverpool,Everton,2,1,H,21,15,2,1994
340,E0,1994-03-13,SheffieldUnited,Leeds,2,2,D,32,19,1,1994
341,E0,1994-03-16,Chelsea,Wimbledon,2,0,H,11,44,2,1994
342,E0,1994-03-16,Leeds,AstonVilla,2,0,H,19,1,2,1994
343,E0,1994-03-16,ManUnited,SheffieldWeds,5,0,H,23,33,2,1994
344,E0,1994-03-16,SheffieldUnited,QPR,1,1,D,32,30,1,1994
345,E0,1994-03-19,AstonVilla,Oldham,1,2,A,1,28,0,1994
346,E0,1994-03-19,Leeds,Coventry,1,0,H,19,12,2,1994
347,E0,1994-03-19,Liverpool,Chelsea,2,1,H,21,11,2,1994
348,E0,1994-03-19,ManCity,SheffieldUnited,0,0,D,22,32,1,1994
349,E0,1994-03-19,QPR,Wimbledon,1,0,H,30,44,2,1994
350,E0,1994-03-19,Southampton,Arsenal,0,4,A,34,0,0,1994
351,E0,1994-03-19,Swindon,ManUnited,2,2,D,38,23,1,1994
352,E0,1994-03-19,Tottenham,Ipswich,1,1,D,39,18,1,1994
353,E0,1994-03-19,WestHam,Newcastle,2,4,A,42,25,0,1994
354,E0,1994-03-20,SheffieldWeds,Blackburn,1,2,A,33,4,0,1994
355,E0,1994-03-21,Norwich,Everton,3,0,H,26,15,2,1994
356,E0,1994-03-22,Arsenal,ManUnited,2,2,D,0,23,1,1994
357,E0,1994-03-22,Newcastle,Ipswich,2,0,H,25,18,2,1994
358,E0,1994-03-26,Arsenal,Liverpool,1,0,H,0,21,2,1994
359,E0,1994-03-26,Blackburn,Swindon,3,1,H,4,38,2,1994
