,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HomeTeamcat,AwayTeamcat,FTRcat,MatchYear
4954,E0,2007-01-20,Liverpool,Chelsea,2,0,H,21,11,2,2007
4955,E0,2007-01-20,ManCity,Blackburn,0,3,A,22,4,0,2007
4956,E0,2007-01-20,Middlesbrough,Bolton,5,1,H,24,6,2,2007
4957,E0,2007-01-20,Newcastle,WestHam,2,2,D,25,42,1,2007
4958,E0,2007-01-20,Portsmouth,Charlton,0,1,A,29,10,0,2007
4959,E0,2007-01-20,Reading,SheffieldUnited,3,1,H,31,32,2,2007
4960,E0,2007-01-21,Arsenal,ManUnited,2,1,H,0,23,2,2007
4961,E0,2007-01-21,Wigan,Everton,0,2,A,43,15,0,2007
4962,E0,2007-01-23,Watford,Blackburn,2,1,H,40,4,2,2007
4963,E0,2007-01-30,Portsmouth,Middlesbrough,0,0,D,29,24,1,2007
4964,E0,2007-01-30,Reading,Wigan,3,2,H,31,43,2,2007
4965,E0,2007-01-30,SheffieldUnited,Fulham,2,0,H,32,16,2,2007
4966,E0,2007-01-30,WestHam,Liverpool,1,2,A,42,21,0,2007
4967,E0,2007-01-31,Bolton,Charlton,1,1,D,6,10,1,2007
4968,E0,2007-01-31,Chelsea,Blackburn,3,0,H,11,4,2,2007
4969,E0,2007-01-31,ManUnited,Watford,4,0,H,23,40,2,2007
4970,E0,2007-01-31,Newcastle,AstonVilla,3,1,H,25,1,2,2007
4971,E0,2007-03-02,AstonVilla,WestHam,1,0,H,1,42,2,2007
4972,E0,2007-03-02,Blackburn,SheffieldUnited,2,1,H,4,32,2,2007
4973,E0,2007-03-02,Charlton,Chelsea,0,1,A,10,11,0,2007
4974,E0,2007-03-02,Fulham,Newcastle,2,1,H,16,25,2,2007
4975,E0,2007-03-02,Liverpool,Everton,0,0,D,21,15,1,2007
4976,E0,2007-03-02,ManCity,Reading,0,2,A,22,31,0,2007
4977,E0,2007-03-02,Middlesbrough,Arsenal,1,1,D,24,0,1,2007
4978,E0,2007-03-02,Watford,Bolton,0,1,A,40,6,0,2007
4979,E0,2007-03-02,Wigan,Portsmouth,1,0,H,43,29,2,2007
4980,E0,2007-04-02,Tottenham,ManUnited,0,4,A,39,23,0,2007
4981,E0,2007-10-02,Chelsea,Middlesbrough,3,0,H,11,24,2,2007
4982,E0,2007-10-02,Everton,Blackburn,1,0,H,15,4,2,2007
4983,E0,2007-10-02,ManUnited,Charlton,2,0,H,23,10,2,2007
4984,E0,2007-10-02,Newcastle,Liverpool,2,1,H,25,21,2,2007
4985,E0,2007-10-02,Portsmouth,ManCity,2,1,H,29,22,2,2007
4986,E0,2007-10-02,Reading,AstonVilla,2,0,H,31,1,2,2007
4987,E0,2007-10-02,SheffieldUnited,Tottenham,2,1,H,32,39,2,2007
4988,E0,2007-10-02,WestHam,Watford,0,1,A,42,40,0,2007
4989,E0,2007-11-02,Arsenal,Wigan,2,1,H,0,43,2,2007
4990,E0,2007-11-02,Bolton,Fulham,2,1,H,6,16,2,2007
4991,E0,2007-02-21,Everton,Tottenham,1,2,A,15,39,0,2007
4992,E0,2007-02-21,Watford,Wigan,1,1,D,40,43,1,2007
4993,E0,2007-02-24,Charlton,WestHam,4,0,H,10,42,2,2007
4994,E0,2007-02-24,Fulham,ManUnited,1,2,A,16,23,0,2007
4995,E0,2007-02-24,Liverpool,SheffieldUnited,4,0,H,21,32,2,2007
4996,E0,2007-02-24,Middlesbrough,Reading,2,1,H,24,31,2,2007
4997,E0,2007-02-24,Watford,Everton,0,3,A,40,15,0,2007
4998,E0,2007-02-25,Blackburn,Portsmouth,3,0,H,4,29,2,2007
4999,E0,2007-02-25,Tottenham,Bolton,4,1,H,39,6,2,2007
5000,E0,2007-02-25,Wigan,Newcastle,1,0,H,43,25,2,2007
5001,E0,2007-03-03,Arsenal,Reading,2,1,H,0,31,2,2007
5002,E0,2007-03-03,Fulham,AstonVilla,1,1,D,16,1,1,2007
5003,E0,2007-03-03,Liverpool,ManUnited,0,1,A,21,23,0,2007
5004,E0,2007-03-03,ManCity,Wigan,0,1,A,22,43,0,2007
5005,E0,2007-03-03,Newcastle,Middlesbrough,0,0,D,25,24,1,2007
5006,E0,2007-03-03,Portsmouth,Chelsea,0,2,A,29,11,0,2007
5007,E0,2007-03-03,SheffieldUnited,Everton,1,1,D,32,15,1,2007
5008,E0,2007-03-03,Watford,Charlton,2,2,D,40,10,1,2007
5009,E0,2007-04-03,Bolton,Blackburn,1,2,A,6,4,0,2007
5010,E0,2007-04-03,WestHam,Tottenham,3,4,A,42,39,0,2007
5011,E0,2007-03-14,AstonVilla,Arsenal,0,1,A,1,0,0,2007
5012,E0,2007-03-14,ManCity,Chelsea,0,1,A,22,11,0,2007
5013,E0,2007-03-17,Blackburn,WestHam,1,2,A,4,42,0,2007
5014,E0,2007-03-17,Chelsea,SheffieldUnited,3,0,H,11,32,2,2007
5015,E0,2007-03-17,ManUnited,Bolton,4,1,H,23,6,2,2007
5016,E0,2007-03-17,Middlesbrough,ManCity,0,2,A,24,22,0,2007
5017,E0,2007-03-17,Reading,Portsmouth,0,0,D,31,29,1,2007
5018,E0,2007-03-17,Tottenham,Watford,3,1,H,39,40,2,2007
5019,E0,2007-03-17,Wigan,Fulham,0,0,D,43,16,1,2007
5020,E0,2007-03-18,AstonVilla,Liverpool,0,0,D,1,21,1,2007
5021,E0,2007-03-18,Charlton,Newcastle,2,0,H,10,25,2,2007
5022,E0,2007-03-18,Everton,Arsenal,1,0,H,15,0,2,2007
5023,E0,2007-03-31,Bolton,SheffieldUnited,1,0,H,6,32,2,2007
5024,E0,2007-03-31,Charlton,Wigan,1,0,H,10,43,2,2007
5025,E0,2007-03-31,Fulham,Portsmouth,1,1,D,16,29,1,2007
5026,E0,2007-03-31,Liverpool,Arsenal,4,1,H,21,0,2,2007
5027,E0,2007-03-31,ManUnited,Blackburn,4,1,H,23,4,2,2007
5028,E0,2007-03-31,Newcastle,ManCity,0,1,A,25,22,0,2007
5029,E0,2007-03-31,Watford,Chelsea,0,1,A,40,11,0,2007
5030,E0,2007-03-31,WestHam,Middlesbrough,2,0,H,42,24,2,2007
5031,E0,2007-01-04,Tottenham,Reading,1,0,H,39,31,2,2007
5032,E0,2007-02-04,AstonVilla,Everton,1,1,D,1,15,1,2007
5033,E0,2007-06-04,Everton,Fulham,4,1,H,15,16,2,2007
5034,E0,2007-06-04,ManCity,Charlton,0,0,D,22,10,1,2007
5035,E0,2007-07-04,Arsenal,WestHam,0,1,A,0,42,0,2007
5036,E0,2007-07-04,Blackburn,AstonVilla,1,2,A,4,1,0,2007
5037,E0,2007-07-04,Chelsea,Tottenham,1,0,H,11,39,2,2007
5038,E0,2007-07-04,Middlesbrough,Watford,4,1,H,24,40,2,2007
5039,E0,2007-07-04,Portsmouth,ManUnited,2,1,H,29,23,2,2007
5040,E0,2007-07-04,Reading,Liverpool,1,2,A,31,21,0,2007
5041,E0,2007-07-04,SheffieldUnited,Newcastle,1,2,A,32,25,0,2007
5042,E0,2007-07-04,Wigan,Bolton,1,3,A,43,6,0,2007
5043,E0,2007-09-04,AstonVilla,Wigan,1,1,D,1,43,1,2007
5044,E0,2007-09-04,Bolton,Everton,1,1,D,6,15,1,2007
5045,E0,2007-09-04,Charlton,Reading,0,0,D,10,31,1,2007
5046,E0,2007-09-04,Fulham,ManCity,1,3,A,16,22,0,2007
5047,E0,2007-09-04,Newcastle,Arsenal,0,0,D,25,0,1,2007
5048,E0,2007-09-04,Watford,Portsmouth,4,2,H,40,29,2,2007
5049,E0,2007-04-14,Arsenal,Bolton,2,1,H,0,6,2,2007
5050,E0,2007-04-14,ManCity,Liverpool,0,0,D,22,21,1,2007
5051,E0,2007-04-14,Middlesbrough,AstonVilla,1,3,A,24,1,0,2007
5052,E0,2007-04-14,Portsmouth,Newcastle,2,1,H,29,25,2,2007
5053,E0,2007-04-14,Reading,Fulham,1,0,H,31,16,2,2007
5054,E0,2007-04-14,SheffieldUnited,WestHam,3,0,H,32,42,2,2007
5055,E0,2007-04-15,Everton,Charlton,2,1,H,15,10,2,2007
5056,E0,2007-04-15,Wigan,Tottenham,3,3,D,43,39,1,2007
5057,E0,2007-04-17,Arsenal,ManCity,3,1,H,0,22,2,2007
5058,E0,2007-04-17,ManUnited,SheffieldUnited,2,0,H,23,32,2,2007
5059,E0,2007-04-18,Blackburn,Watford,3,1,H,4,40,2,2007
5060,E0,2007-04-18,Liverpool,Middlesbrough,2,0,H,21,24,2,2007
5061,E0,2007-04-18,WestHam,Chelsea,1,4,A,42,11,0,2007
5062,E0,2007-04-21,Bolton,Reading,1,3,A,6,31,0,2007
5063,E0,2007-04-21,Charlton,SheffieldUnited,1,1,D,10,32,1,2007
5064,E0,2007-04-21,Fulham,Blackburn,1,1,D,16,4,1,2007
5065,E0,2007-04-21,Liverpool,Wigan,2,0,H,21,43,2,2007
5066,E0,2007-04-21,ManUnited,Middlesbrough,1,1,D,23,24,1,2007
5067,E0,2007-04-21,Tottenham,Arsenal,2,2,D,39,0,1,2007
5068,E0,2007-04-21,Watford,ManCity,1,1,D,40,22,1,2007
5069,E0,2007-04-21,WestHam,Everton,1,0,H,42,15,2,2007
5070,E0,2007-04-22,AstonVilla,Portsmouth,0,0,D,1,29,1,2007
5071,E0,2007-04-22,Newcastle,Chelsea,0,0,D,25,11,1,2007
5072,E0,2007-04-28,Blackburn,Charlton,4,1,H,4,10,2,2007
5073,E0,2007-04-28,Chelsea,Bolton,2,2,D,11,6,1,2007
5074,E0,2007-04-28,Everton,ManUnited,2,4,A,15,23,0,2007
5075,E0,2007-04-28,ManCity,AstonVilla,0,2,A,22,1,0,2007
5076,E0,2007-04-28,Middlesbrough,Tottenham,2,3,A,24,39,0,2007
5077,E0,2007-04-28,Portsmouth,Liverpool,2,1,H,29,21,2,2007
5078,E0,2007-04-28,SheffieldUnited,Watford,1,0,H,32,40,2,2007
5079,E0,2007-04-28,Wigan,WestHam,0,3,A,43,42,0,2007
5080,E0,2007-04-29,Arsenal,Fulham,3,1,H,0,16,2,2007
5081,E0,2007-04-30,Reading,Newcastle,1,0,H,31,25,2,2007
5082,E0,2007-05-05,AstonVilla,SheffieldUnited,3,0,H,1,32,2,2007
5083,E0,2007-05-05,Everton,Portsmouth,3,0,H,15,29,2,2007
5084,E0,2007-05-05,Fulham,Liverpool,1,0,H,16,21,2,2007
5085,E0,2007-05-05,ManCity,ManUnited,0,1,A,22,23,0,2007
5086,E0,2007-05-05,Newcastle,Blackburn,0,2,A,25,4,0,2007
5087,E0,2007-05-05,Reading,Watford,0,2,A,31,40,0,2007
5088,E0,2007-05-05,WestHam,Bolton,3,1,H,42,6,2,2007
5089,E0,2007-05-05,Wigan,Middlesbrough,0,1,A,43,24,0,2007
5090,E0,2007-06-05,Arsenal,Chelsea,1,1,D,0,11,1,2007
5091,E0,2007-07-05,Charlton,Tottenham,0,2,A,10,39,0,2007
5092,E0,2007-09-05,Chelsea,ManUnited,0,0,D,11,23,1,2007
5093,E0,2007-10-05,Tottenham,Blackburn,1,1,D,39,4,1,2007
5094,E0,2007-05-13,Blackburn,Reading,3,3,D,4,31,1,2007
5095,E0,2007-05-13,Bolton,AstonVilla,2,2,D,6,1,1,2007
5096,E0,2007-05-13,Chelsea,Everton,1,1,D,11,15,1,2007
5097,E0,2007-05-13,Liverpool,Charlton,2,2,D,21,10,1,2007
5098,E0,2007-05-13,ManUnited,WestHam,0,1,A,23,42,0,2007
5099,E0,2007-05-13,Middlesbrough,Fulham,3,1,H,24,16,2,2007
5100,E0,2007-05-13,Portsmouth,Arsenal,0,0,D,29,0,1,2007
5101,E0,2007-05-13,SheffieldUnited,Wigan,1,2,A,32,43,0,2007
5102,E0,2007-05-13,Tottenham,ManCity,2,1,H,39,22,2,2007
5103,E0,2007-05-13,Watford,Newcastle,1,1,D,40,25,1,2007
5104,E0,2006-08-19,Arsenal,AstonVilla,1,1,D,0,1,1,2006
5105,E0,2006-08-19,Bolton,Tottenham,2,0,H,6,39,2,2006
5106,E0,2006-08-19,Everton,Watford,2,1,H,15,40,2,2006
5107,E0,2006-08-19,Newcastle,Wigan,2,1,H,25,43,2,2006
5108,E0,2006-08-19,Portsmouth,Blackburn,3,0,H,29,4,2,2006
5109,E0,2006-08-19,Reading,Middlesbrough,3,2,H,31,24,2,2006
5110,E0,2006-08-19,SheffieldUnited,Liverpool,1,1,D,32,21,1,2006
5111,E0,2006-08-19,WestHam,Charlton,3,1,H,42,10,2,2006
5112,E0,2006-08-20,Chelsea,ManCity,3,0,H,11,22,2,2006
5113,E0,2006-08-20,ManUnited,Fulham,5,1,H,23,16,2,2006
5114,E0,2006-08-22,Tottenham,SheffieldUnited,2,0,H,39,32,2,2006
5115,E0,2006-08-22,Watford,WestHam,1,1,D,40,42,1,2006
5116,E0,2006-08-23,AstonVilla,Reading,2,1,H,1,31,2,2006
5117,E0,2006-08-23,Blackburn,Everton,1,1,D,4,15,1,2006
5118,E0,2006-08-23,Charlton,ManUnited,0,3,A,10,23,0,2006
5119,E0,2006-08-23,Fulham,Bolton,1,1,D,16,6,1,2006
5120,E0,2006-08-23,ManCity,Portsmouth,0,0,D,22,29,1,2006
5121,E0,2006-08-23,Middlesbrough,Chelsea,2,1,H,24,11,2,2006
5122,E0,2006-08-26,Charlton,Bolton,2,0,H,10,6,2,2006
5123,E0,2006-08-26,Fulham,SheffieldUnited,1,0,H,16,32,2,2006
5124,E0,2006-08-26,Liverpool,WestHam,2,1,H,21,42,2,2006
5125,E0,2006-08-26,ManCity,Arsenal,1,0,H,22,0,2,2006
5126,E0,2006-08-26,Tottenham,Everton,0,2,A,39,15,0,2006
5127,E0,2006-08-26,Watford,ManUnited,1,2,A,40,23,0,2006
5128,E0,2006-08-26,Wigan,Reading,1,0,H,43,31,2,2006
5129,E0,2006-08-27,AstonVilla,Newcastle,2,0,H,1,25,2,2006
5130,E0,2006-08-27,Blackburn,Chelsea,0,2,A,4,11,0,2006
5131,E0,2006-08-28,Middlesbrough,Portsmouth,0,4,A,24,29,0,2006
5132,E0,2006-09-09,Arsenal,Middlesbrough,1,1,D,0,24,1,2006
5133,E0,2006-09-09,Bolton,Watford,1,0,H,6,40,2,2006
5134,E0,2006-09-09,Chelsea,Charlton,2,1,H,11,10,2,2006
5135,E0,2006-09-09,Everton,Liverpool,3,0,H,15,21,2,2006
5136,E0,2006-09-09,ManUnited,Tottenham,1,0,H,23,39,2,2006
5137,E0,2006-09-09,Newcastle,Fulham,1,2,A,25,16,0,2006
5138,E0,2006-09-09,Portsmouth,Wigan,1,0,H,29,43,2,2006
5139,E0,2006-09-09,SheffieldUnited,Blackburn,0,0,D,32,4,1,2006
5140,E0,2006-10-09,WestHam,AstonVilla,1,1,D,42,1,1,2006
5141,E0,2006-11-09,Reading,ManCity,1,0,H,31,22,2,2006
5142,E0,2006-09-16,Bolton,Middlesbrough,0,0,D,6,24,1,2006
5143,E0,2006-09-16,Charlton,Portsmouth,0,1,A,10,29,0,2006
5144,E0,2006-09-16,Everton,Wigan,2,2,D,15,43,1,2006
5145,E0,2006-09-16,SheffieldUnited,Reading,1,2,A,32,31,0,2006
5146,E0,2006-09-16,Watford,AstonVilla,0,0,D,40,1,1,2006
5147,E0,2006-09-17,Blackburn,ManCity,4,2,H,4,22,2,2006
5148,E0,2006-09-17,Chelsea,Liverpool,1,0,H,11,21,2,2006
5149,E0,2006-09-17,ManUnited,Arsenal,0,1,A,23,0,0,2006
5150,E0,2006-09-17,Tottenham,Fulham,0,0,D,39,16,1,2006
5151,E0,2006-09-17,WestHam,Newcastle,0,2,A,42,25,0,2006
5152,E0,2006-09-20,Liverpool,Newcastle,2,0,H,21,25,2,2006
5153,E0,2006-09-23,Arsenal,SheffieldUnited,3,0,H,0,32,2,2006
5154,E0,2006-09-23,AstonVilla,Charlton,2,0,H,1,10,2,2006
5155,E0,2006-09-23,Fulham,Chelsea,0,2,A,16,11,0,2006
5156,E0,2006-09-23,Liverpool,Tottenham,3,0,H,21,39,2,2006
5157,E0,2006-09-23,ManCity,WestHam,2,0,H,22,42,2,2006
5158,E0,2006-09-23,Middlesbrough,Blackburn,0,1,A,24,4,0,2006
5159,E0,2006-09-23,Reading,ManUnited,1,1,D,31,23,1,2006
5160,E0,2006-09-23,Wigan,Watford,1,1,D,43,40,1,2006
5161,E0,2006-09-24,Newcastle,Everton,1,1,D,25,15,1,2006
5162,E0,2006-09-25,Portsmouth,Bolton,0,1,A,29,6,0,2006
5163,E0,2006-09-30,Bolton,Liverpool,2,0,H,6,21,2,2006
5164,E0,2006-09-30,Charlton,Arsenal,1,2,A,10,0,0,2006
5165,E0,2006-09-30,Chelsea,AstonVilla,1,1,D,11,1,1,2006
5166,E0,2006-09-30,Everton,ManCity,1,1,D,15,22,1,2006
5167,E0,2006-09-30,SheffieldUnited,Middlesbrough,2,1,H,32,24,2,2006
5168,E0,2006-01-10,Blackburn,Wigan,2,1,H,4,43,2,2006
5169,E0,2006-01-10,ManUnited,Newcastle,2,0,H,23,25,2,2006
5170,E0,2006-01-10,Tottenham,Portsmouth,2,1,H,39,29,2,2006
5171,E0,2006-01-10,WestHam,Reading,0,1,A,42,31,0,2006
5172,E0,2006-02-10,Watford,Fulham,3,3,D,40,16,1,2006
5173,E0,2006-10-14,Arsenal,Watford,3,0,H,0,40,2,2006
5174,E0,2006-10-14,AstonVilla,Tottenham,1,1,D,1,39,1,2006
5175,E0,2006-10-14,Liverpool,Blackburn,1,1,D,21,4,1,2006
5176,E0,2006-10-14,ManCity,SheffieldUnited,0,0,D,22,32,1,2006
5177,E0,2006-10-14,Middlesbrough,Everton,2,1,H,24,15,2,2006
5178,E0,2006-10-14,Portsmouth,WestHam,2,0,H,29,42,2,2006
5179,E0,2006-10-14,Reading,Chelsea,0,1,A,31,11,0,2006
5180,E0,2006-10-14,Wigan,ManUnited,1,3,A,43,23,0,2006
5181,E0,2006-10-15,Newcastle,Bolton,1,2,A,25,6,0,2006
5182,E0,2006-10-16,Fulham,Charlton,2,1,H,16,10,2,2006
5183,E0,2006-10-21,AstonVilla,Fulham,1,1,D,1,16,1,2006
5184,E0,2006-10-21,Charlton,Watford,0,0,D,10,40,1,2006
5185,E0,2006-10-21,Chelsea,Portsmouth,2,1,H,11,29,2,2006
5186,E0,2006-10-21,Everton,SheffieldUnited,2,0,H,15,32,2,2006
5187,E0,2006-10-21,Wigan,ManCity,4,0,H,43,22,2,2006
5188,E0,2006-10-22,Blackburn,Bolton,0,1,A,4,6,0,2006
5189,E0,2006-10-22,ManUnited,Liverpool,2,0,H,23,21,2,2006
5190,E0,2006-10-22,Middlesbrough,Newcastle,1,0,H,24,25,2,2006
5191,E0,2006-10-22,Reading,Arsenal,0,4,A,31,0,0,2006
5192,E0,2006-10-22,Tottenham,WestHam,1,0,H,39,42,2,2006
5193,E0,2006-10-28,Arsenal,Everton,1,1,D,0,15,1,2006
5194,E0,2006-10-28,Bolton,ManUnited,0,4,A,6,23,0,2006
5195,E0,2006-10-28,Fulham,Wigan,0,1,A,16,43,0,2006
5196,E0,2006-10-28,Liverpool,AstonVilla,3,1,H,21,1,2,2006
5197,E0,2006-10-28,Newcastle,Charlton,0,0,D,25,10,1,2006
5198,E0,2006-10-28,Portsmouth,Reading,3,1,H,29,31,2,2006
5199,E0,2006-10-28,SheffieldUnited,Chelsea,0,2,A,32,11,0,2006
5200,E0,2006-10-28,Watford,Tottenham,0,0,D,40,39,1,2006
5201,E0,2006-10-29,WestHam,Blackburn,2,1,H,42,4,2,2006
5202,E0,2006-10-30,ManCity,Middlesbrough,1,0,H,22,24,2,2006
5203,E0,2006-04-11,Bolton,Wigan,0,1,A,6,43,0,2006
5204,E0,2006-04-11,Charlton,ManCity,1,0,H,10,22,2,2006
5205,E0,2006-04-11,Fulham,Everton,1,0,H,16,15,2,2006
5206,E0,2006-04-11,Liverpool,Reading,2,0,H,21,31,2,2006
5207,E0,2006-04-11,ManUnited,Portsmouth,3,0,H,23,29,2,2006
5208,E0,2006-04-11,Newcastle,SheffieldUnited,0,1,A,25,32,0,2006
5209,E0,2006-04-11,Watford,Middlesbrough,2,0,H,40,24,2,2006
5210,E0,2006-05-11,AstonVilla,Blackburn,2,0,H,1,4,2,2006
5211,E0,2006-05-11,Tottenham,Chelsea,2,1,H,39,11,2,2006
5212,E0,2006-05-11,WestHam,Arsenal,1,0,H,42,0,2,2006
5213,E0,2006-11-11,Blackburn,ManUnited,0,1,A,4,23,0,2006
5214,E0,2006-11-11,Chelsea,Watford,4,0,H,11,40,2,2006
5215,E0,2006-11-11,Everton,AstonVilla,0,1,A,15,1,0,2006
5216,E0,2006-11-11,ManCity,Newcastle,0,0,D,22,25,1,2006
5217,E0,2006-11-11,Middlesbrough,WestHam,1,0,H,24,42,2,2006
5218,E0,2006-11-11,Portsmouth,Fulham,1,1,D,29,16,1,2006
5219,E0,2006-11-11,SheffieldUnited,Bolton,2,2,D,32,6,1,2006
5220,E0,2006-11-11,Wigan,Charlton,3,2,H,43,10,2,2006
5221,E0,2006-12-11,Arsenal,Liverpool,3,0,H,0,21,2,2006
5222,E0,2006-12-11,Reading,Tottenham,3,1,H,31,39,2,2006
5223,E0,2006-11-18,Arsenal,Newcastle,1,1,D,0,25,1,2006
5224,E0,2006-11-18,Chelsea,WestHam,1,0,H,11,42,2,2006
5225,E0,2006-11-18,Everton,Bolton,1,0,H,15,6,2,2006
5226,E0,2006-11-18,ManCity,Fulham,3,1,H,22,16,2,2006
5227,E0,2006-11-18,Middlesbrough,Liverpool,0,0,D,24,21,1,2006
5228,E0,2006-11-18,Portsmouth,Watford,2,1,H,29,40,2,2006
5229,E0,2006-11-18,Reading,Charlton,2,0,H,31,10,2,2006
5230,E0,2006-11-18,SheffieldUnited,ManUnited,1,2,A,32,23,0,2006
5231,E0,2006-11-19,Blackburn,Tottenham,1,1,D,4,39,1,2006
5232,E0,2006-11-19,Wigan,AstonVilla,0,0,D,43,1,1,2006
5233,E0,2006-11-25,AstonVilla,Middlesbrough,1,1,D,1,24,1,2006
5234,E0,2006-11-25,Bolton,Arsenal,3,1,H,6,0,2,2006
5235,E0,2006-11-25,Charlton,Everton,1,1,D,10,15,1,2006
5236,E0,2006-11-25,Fulham,Reading,0,1,A,16,31,0,2006
5237,E0,2006-11-25,Liverpool,ManCity,1,0,H,21,22,2,2006
5238,E0,2006-11-25,WestHam,SheffieldUnited,1,0,H,42,32,2,2006
5239,E0,2006-11-26,ManUnited,Chelsea,1,1,D,23,11,1,2006
5240,E0,2006-11-26,Newcastle,Portsmouth,1,0,H,25,29,2,2006
5241,E0,2006-11-26,Tottenham,Wigan,3,1,H,39,43,2,2006
5242,E0,2006-11-28,Watford,SheffieldUnited,0,1,A,40,32,0,2006
5243,E0,2006-11-29,AstonVilla,ManCity,1,3,A,1,22,0,2006
5244,E0,2006-11-29,Bolton,Chelsea,0,1,A,6,11,0,2006
5245,E0,2006-11-29,Fulham,Arsenal,2,1,H,16,0,2,2006
5246,E0,2006-11-29,Liverpool,Portsmouth,0,0,D,21,29,1,2006
5247,E0,2006-11-29,ManUnited,Everton,3,0,H,23,15,2,2006
5248,E0,2006-02-12,Arsenal,Tottenham,3,0,H,0,39,2,2006
5249,E0,2006-02-12,Blackburn,Fulham,2,0,H,4,16,2,2006
5250,E0,2006-02-12,Middlesbrough,ManUnited,1,2,A,24,23,0,2006
5251,E0,2006-02-12,Portsmouth,AstonVilla,2,2,D,29,1,1,2006
5252,E0,2006-02-12,Reading,Bolton,1,0,H,31,6,2,2006
5253,E0,2006-02-12,SheffieldUnited,Charlton,2,1,H,32,10,2,2006
5254,E0,2006-02-12,Wigan,Liverpool,0,4,A,43,21,0,2006
5255,E0,2006-03-12,Everton,WestHam,2,0,H,15,42,2,2006
5256,E0,2006-04-12,ManCity,Watford,0,0,D,22,40,1,2006
5257,E0,2006-05-12,Charlton,Blackburn,1,0,H,10,4,2,2006
5258,E0,2006-05-12,Tottenham,Middlesbrough,2,1,H,39,24,2,2006
5259,E0,2006-06-12,Newcastle,Reading,3,2,H,25,31,2,2006
5260,E0,2006-06-12,WestHam,Wigan,0,2,A,42,43,0,2006
5261,E0,2006-09-12,Blackburn,Newcastle,1,3,A,4,25,0,2006
5262,E0,2006-09-12,Bolton,WestHam,4,0,H,6,42,2,2006
5263,E0,2006-09-12,Liverpool,Fulham,4,0,H,21,16,2,2006
5264,E0,2006-09-12,ManUnited,ManCity,3,1,H,23,22,2,2006
5265,E0,2006-09-12,Middlesbrough,Wigan,1,1,D,24,43,1,2006
5266,E0,2006-09-12,Portsmouth,Everton,2,0,H,29,15,2,2006
5267,E0,2006-09-12,Tottenham,Charlton,5,1,H,39,10,2,2006
5268,E0,2006-09-12,Watford,Reading,0,0,D,40,31,1,2006
5269,E0,2006-10-12,Chelsea,Arsenal,1,1,D,11,0,1,2006
5270,E0,2006-11-12,SheffieldUnited,AstonVilla,2,2,D,32,1,1,2006
5271,E0,2006-12-13,Chelsea,Newcastle,1,0,H,11,25,2,2006
5272,E0,2006-12-13,Wigan,Arsenal,0,1,A,43,0,0,2006
5273,E0,2006-12-16,Arsenal,Portsmouth,2,2,D,0,29,1,2006
5274,E0,2006-12-16,AstonVilla,Bolton,0,1,A,1,6,0,2006
5275,E0,2006-12-16,Charlton,Liverpool,0,3,A,10,21,0,2006
5276,E0,2006-12-16,Newcastle,Watford,2,1,H,25,40,2,2006
5277,E0,2006-12-16,Reading,Blackburn,1,2,A,31,4,0,2006
5278,E0,2006-12-16,Wigan,SheffieldUnited,0,1,A,43,32,0,2006
5279,E0,2006-12-17,Everton,Chelsea,2,3,A,15,11,0,2006
5280,E0,2006-12-17,ManCity,Tottenham,1,2,A,22,39,0,2006
5281,E0,2006-12-17,WestHam,ManUnited,1,0,H,42,23,2,2006
5282,E0,2006-12-18,Fulham,Middlesbrough,2,1,H,16,24,2,2006
5283,E0,2006-12-23,Arsenal,Blackburn,6,2,H,0,4,2,2006
5284,E0,2006-12-23,AstonVilla,ManUnited,0,3,A,1,23,0,2006
5285,E0,2006-12-23,Fulham,WestHam,0,0,D,16,42,1,2006
5286,E0,2006-12-23,Liverpool,Watford,2,0,H,21,40,2,2006
5287,E0,2006-12-23,ManCity,Bolton,0,2,A,22,6,0,2006
5288,E0,2006-12-23,Middlesbrough,Charlton,2,0,H,24,10,2,2006
5289,E0,2006-12-23,Newcastle,Tottenham,3,1,H,25,39,2,2006
5290,E0,2006-12-23,Portsmouth,SheffieldUnited,3,1,H,29,32,2,2006
5291,E0,2006-12-23,Reading,Everton,0,2,A,31,15,0,2006
5292,E0,2006-12-23,Wigan,Chelsea,2,3,A,43,11,0,2006
5293,E0,2006-12-26,Blackburn,Liverpool,1,0,H,4,21,2,2006
5294,E0,2006-12-26,Bolton,Newcastle,2,1,H,6,25,2,2006
5295,E0,2006-12-26,Chelsea,Reading,2,2,D,11,31,1,2006
5296,E0,2006-12-26,Everton,Middlesbrough,0,0,D,15,24,1,2006
5297,E0,2006-12-26,ManUnited,Wigan,3,1,H,23,43,2,2006
5298,E0,2006-12-26,SheffieldUnited,ManCity,0,1,A,32,22,0,2006
5299,E0,2006-12-26,Tottenham,AstonVilla,2,1,H,39,1,2,2006
5300,E0,2006-12-26,Watford,Arsenal,1,2,A,40,0,0,2006
5301,E0,2006-12-26,WestHam,Portsmouth,1,2,A,42,29,0,2006
5302,E0,2006-12-27,Charlton,Fulham,2,2,D,10,16,1,2006
5303,E0,2006-12-30,Blackburn,Middlesbrough,2,1,H,4,24,2,2006
5304,E0,2006-12-30,Bolton,Portsmouth,3,2,H,6,29,2,2006
5305,E0,2006-12-30,Charlton,AstonVilla,2,1,H,10,1,2,2006
